gen,best_in_gen,best_so_far,mean_fitness,elapsed_sec
0,0.013765,0.013765,0.038946,58.4
1,0.013471,0.013471,0.016424,115.0
2,0.012792,0.012792,0.017174,176.1
3,0.012800,0.012792,0.016341,237.1
4,0.013130,0.012792,0.016392,298.1
5,0.013761,0.012792,0.016382,363.6
6,0.013465,0.012792,0.016351,426.8
7,0.013107,0.012792,0.015677,490.0
8,0.012071,0.012071,0.016142,553.1
9,0.013937,0.012071,0.016032,616.2
10,0.013996,0.012071,0.016291,679.3
11,0.012787,0.012071,0.015858,742.3
12,0.012705,0.012071,0.015987,803.2
13,0.013289,0.012071,0.016060,864.3
14,0.012535,0.012071,0.015838,925.5
15,0.012016,0.012016,0.016084,986.6
16,0.012707,0.012016,0.015668,1051.8
17,0.014371,0.012016,0.016581,1115.5
18,0.012560,0.012016,0.015986,1178.1
19,0.012103,0.012016,0.016069,1239.3
20,0.012870,0.012016,0.015875,1300.4
21,0.013431,0.012016,0.016317,1364.0
22,0.012516,0.012016,0.016337,1428.3
23,0.013117,0.012016,0.015949,1489.4
24,0.012719,0.012016,0.015924,1552.5
25,0.012970,0.012016,0.016021,1618.8
26,0.013225,0.012016,0.016196,1683.9
27,0.013124,0.012016,0.015893,1749.2
28,0.012905,0.012016,0.015926,1815.3
29,0.013418,0.012016,0.016277,1886.7
30,0.012688,0.012016,0.015893,1954.2
31,0.013320,0.012016,0.016117,2021.9
32,0.012864,0.012016,0.016091,2089.7
33,0.013789,0.012016,0.016117,2157.5
34,0.013204,0.012016,0.016079,2225.3
35,0.012868,0.012016,0.015789,2293.1
36,0.013605,0.012016,0.016020,2360.8
37,0.013086,0.012016,0.016038,2428.6
38,0.013504,0.012016,0.015971,2496.4
39,0.013067,0.012016,0.016029,2564.1
40,0.012395,0.012016,0.016029,2631.9
41,0.013231,0.012016,0.015877,2699.7
42,0.013274,0.012016,0.016224,2767.4
43,0.013261,0.012016,0.016070,2835.2
44,0.013901,0.012016,0.016524,2903.0
45,0.012989,0.012016,0.016243,2970.7
46,0.012815,0.012016,0.016398,3038.5
47,0.013202,0.012016,0.015931,3106.2
48,0.013341,0.012016,0.015753,3173.9
49,0.012627,0.012016,0.016161,3241.7
50,0.012998,0.012016,0.016436,3309.4
51,0.012690,0.012016,0.015936,3377.1
52,0.013388,0.012016,0.015792,3444.9
53,0.013077,0.012016,0.016182,3512.6
54,0.013211,0.012016,0.015856,3580.3
55,0.013366,0.012016,0.016460,3648.1
56,0.012934,0.012016,0.016056,3715.9
57,0.013496,0.012016,0.015749,3783.6
58,0.012441,0.012016,0.015958,3851.4
59,0.013356,0.012016,0.015820,3919.1
60,0.013175,0.012016,0.015961,3986.9
61,0.013239,0.012016,0.016187,4054.6
62,0.013330,0.012016,0.016695,4122.4
63,0.013761,0.012016,0.016032,4190.1
64,0.012697,0.012016,0.016019,4257.9
65,0.012942,0.012016,0.016058,4325.6
66,0.013605,0.012016,0.016098,4393.3
67,0.013466,0.012016,0.016280,4461.1
68,0.012251,0.012016,0.016728,4528.8
69,0.013426,0.012016,0.015949,4596.5
70,0.013023,0.012016,0.015973,4664.3
71,0.013469,0.012016,0.015897,4731.9
72,0.013028,0.012016,0.015981,4799.2
73,0.013243,0.012016,0.015563,4866.3
74,0.012559,0.012016,0.015774,4930.6
75,0.012637,0.012016,0.015900,4994.2
76,0.013369,0.012016,0.016093,5064.9
77,0.013032,0.012016,0.015816,5130.8
78,0.013113,0.012016,0.016023,5197.1
79,0.012993,0.012016,0.015678,5263.5
80,0.013327,0.012016,0.016328,5335.9
81,0.013517,0.012016,0.015974,5403.8
82,0.011612,0.011612,0.015960,5471.6
83,0.011918,0.011612,0.015773,5539.5
84,0.012572,0.011612,0.016052,5607.3
85,0.013372,0.011612,0.016018,5675.2
86,0.013452,0.011612,0.015935,5743.1
87,0.013983,0.011612,0.015951,5811.0
88,0.013280,0.011612,0.016072,5879.0
89,0.012451,0.011612,0.016117,5947.0
90,0.011791,0.011612,0.016070,6015.0
91,0.012406,0.011612,0.016181,6083.0
92,0.012218,0.011612,0.015732,6150.9
93,0.012236,0.011612,0.015805,6218.7
94,0.013498,0.011612,0.016063,6286.5
