condition,condition_seed,damage_seed,final_hamming,auc,half_life,survived
static,0,2,0.019314,0.010338,5.5,1
static,0,3,0.038520,0.025018,3.2,1
static,0,4,0.029622,0.022548,2.8,1
static,0,5,0.009766,0.005601,8.3,1
static,0,6,0.001085,0.001743,10.8,1
static,0,7,0.009983,0.002726,13.2,1
static,1,0,0.062066,0.032743,5.9,1
static,1,1,0.018121,0.009113,11.9,1
static,1,2,0.012912,0.006011,7.7,1
static,1,3,0.033529,0.024555,3.7,1
static,1,4,0.000977,0.003773,11.9,1
static,1,5,0.029297,0.009162,6.1,1
static,1,6,0.001085,0.001817,11.8,1
static,1,7,0.016276,0.002871,12.1,1
static,2,0,0.046115,0.023962,27.8,1
static,2,1,0.007921,0.003284,30.4,1
static,2,2,0.019314,0.007004,8.5,1
static,2,3,0.032661,0.021226,5.2,1
static,2,4,0.015951,0.013154,12.2,1
static,2,5,0.014865,0.010808,24.7,1
static,2,6,0.001085,0.001758,10.5,1
static,2,7,0.012587,0.002997,11.8,1
static,3,0,0.067817,0.034636,6.2,1
static,3,1,0.007595,0.004880,30.2,1
static,3,2,0.016819,0.016991,5.2,1
static,3,3,0.028863,0.010429,6.8,1
static,3,4,0.010091,0.010031,7.5,1
static,3,5,0.005208,0.005097,8.1,1
static,3,6,0.001194,0.001700,10.7,1
static,3,7,0.011285,0.003276,11.8,1
static,4,0,0.062500,0.033442,7.1,1
static,4,1,0.009332,0.004362,30.9,1
static,4,2,0.016927,0.014179,4.8,1
static,4,3,0.037977,0.023322,3.5,1
static,4,4,0.013346,0.011065,7.0,1
static,4,5,0.024197,0.007929,24.9,1
static,4,6,0.001085,0.001802,10.3,1
static,4,7,0.018880,0.002852,10.8,1
constant,0,0,0.067491,0.033238,6.0,1
constant,0,1,0.019640,0.009309,8.0,1
constant,0,2,0.022135,0.011183,5.2,1
constant,0,3,0.023329,0.015289,4.8,1
constant,0,4,0.009983,0.008860,11.4,1
constant,0,5,0.009440,0.009614,6.2,1
constant,0,6,0.000760,0.001614,11.2,1
constant,0,7,0.013780,0.002599,11.2,1
constant,1,0,0.056641,0.026204,5.9,1
constant,1,1,0.015625,0.008679,18.1,1
constant,1,2,0.021918,0.019905,4.8,1
constant,1,3,0.026801,0.011124,6.7,1
constant,1,4,0.016276,0.013718,5.6,1
constant,1,5,0.005534,0.011339,6.1,1
constant,1,6,0.000651,0.001578,8.2,1
constant,1,7,0.012695,0.002594,11.2,1
constant,2,0,0.028212,0.016539,7.1,1
constant,2,1,0.015516,0.006883,29.6,1
constant,2,2,0.019965,0.010529,6.9,1
constant,2,3,0.038845,0.023862,3.8,1
constant,2,4,0.016276,0.016675,4.8,1
constant,2,5,0.027344,0.008436,7.0,1
constant,2,6,0.000760,0.001522,7.8,1
constant,2,7,0.017361,0.002788,10.8,1
constant,3,0,0.072374,0.033822,6.5,1
constant,3,1,0.013672,0.007209,10.8,1
constant,3,2,0.016927,0.009177,7.2,1
constant,3,3,0.040148,0.025288,2.8,1
constant,3,4,0.016819,0.014344,5.9,1
constant,3,5,0.013672,0.009613,5.2,1
constant,3,6,0.000760,0.001738,9.3,1
constant,3,7,0.018012,0.002789,11.0,1
constant,4,0,0.054905,0.031000,6.2,1
constant,4,1,0.009983,0.004669,12.7,1
constant,4,2,0.016059,0.012989,5.0,1
constant,4,3,0.042643,0.025254,4.3,1
constant,4,4,0.027235,0.021830,4.9,1
constant,4,5,0.004991,0.008552,6.2,1
constant,4,6,0.000651,0.001714,8.7,1
constant,4,7,0.009332,0.003166,11.0,1
random,0,0,0.722005,0.477053,0.0,0
random,0,1,0.625543,0.454145,0.0,0
random,0,2,0.640082,0.447475,0.0,0
random,0,3,0.789931,0.424397,0.0,0
random,0,4,0.608724,0.532380,0.0,0
random,0,5,0.096680,0.465291,0.0,1
random,0,6,0.382487,0.477760,0.0,0
random,0,7,0.068793,0.514216,0.0,1
random,1,0,0.659722,0.471047,0.0,0
random,1,1,0.610894,0.480905,0.0,0
random,1,2,0.080078,0.420418,0.0,1
random,1,3,0.110243,0.464269,0.0,0
random,1,4,0.785048,0.500278,0.0,0
random,1,5,0.270833,0.449085,0.0,0
random,1,6,0.072591,0.454838,0.0,1
random,1,7,0.819987,0.472845,0.0,0
random,2,0,0.141710,0.472538,0.0,0
random,2,1,0.350260,0.419984,0.0,0
random,2,2,0.185330,0.513871,0.0,0
random,2,3,0.768989,0.544493,0.0,0
random,2,4,0.086914,0.481004,0.0,1
random,2,5,0.569336,0.529897,0.0,0
random,2,6,0.213867,0.465111,0.0,0
random,2,7,0.756293,0.467173,0.0,0
random,3,0,0.361220,0.385629,0.0,0
random,3,1,0.199870,0.476895,0.0,0
random,3,2,0.741211,0.359147,0.0,0
random,3,3,0.359158,0.498107,0.0,0
random,3,4,0.699653,0.440989,0.0,0
random,3,5,0.520942,0.494007,0.0,0
random,3,6,0.672309,0.440490,0.0,0
random,3,7,0.716905,0.498841,0.0,0
random,4,0,0.320312,0.486971,0.0,0
random,4,1,0.087565,0.522478,0.0,1
random,4,2,0.568685,0.427794,0.0,0
random,4,3,0.360677,0.546385,0.0,0
random,4,4,0.524306,0.464397,0.0,0
random,4,5,0.482964,0.475638,0.0,0
random,4,6,0.719835,0.472733,0.0,0
random,4,7,0.521159,0.451625,0.0,0
no_modulation,0,0,0.045030,0.028106,43.5,1
no_modulation,0,1,0.017687,0.012643,7.6,1
no_modulation,0,2,0.038520,0.038780,3.4,1
no_modulation,0,3,0.042426,0.029773,2.0,1
no_modulation,0,4,0.043077,0.034653,1.5,1
no_modulation,0,5,0.000760,0.006205,6.8,1
no_modulation,0,6,0.000868,0.003329,7.7,1
no_modulation,0,7,0.021918,0.004039,9.0,1
no_modulation,1,0,0.046766,0.028485,24.9,1
no_modulation,1,1,0.007487,0.005591,16.6,1
no_modulation,1,2,0.046224,0.038034,2.8,1
no_modulation,1,3,0.046332,0.031931,2.1,1
no_modulation,1,4,0.046224,0.036173,4.6,1
no_modulation,1,5,0.014323,0.008432,6.8,1
no_modulation,1,6,0.000760,0.004188,8.2,1
no_modulation,1,7,0.024740,0.005144,8.1,1
no_modulation,2,0,0.046441,0.030274,42.1,1
no_modulation,2,1,0.017904,0.013087,17.2,1
no_modulation,2,2,0.035482,0.036894,2.5,1
no_modulation,2,3,0.032227,0.022988,3.8,1
no_modulation,2,4,0.043077,0.035154,1.1,1
no_modulation,2,5,0.013780,0.009674,7.8,1
no_modulation,2,6,0.001085,0.002962,10.5,1
no_modulation,2,7,0.021701,0.005120,7.9,1
no_modulation,3,0,0.060981,0.036550,5.2,1
no_modulation,3,1,0.017687,0.012712,9.1,1
no_modulation,3,2,0.051432,0.040994,1.8,1
no_modulation,3,3,0.042860,0.031117,2.5,1
no_modulation,3,4,0.036567,0.030605,1.6,1
no_modulation,3,5,0.014431,0.008239,7.0,1
no_modulation,3,6,0.000760,0.002749,8.5,1
no_modulation,3,7,0.023763,0.005324,8.5,1
no_modulation,4,0,0.046441,0.030366,23.9,1
no_modulation,4,1,0.018555,0.012256,7.5,1
no_modulation,4,2,0.034071,0.033293,3.3,1
no_modulation,4,3,0.042426,0.028579,2.7,1
no_modulation,4,4,0.043186,0.035856,0.5,1
no_modulation,4,5,0.013997,0.009332,10.1,1
no_modulation,4,6,0.000868,0.004991,8.7,1
no_modulation,4,7,0.025499,0.005553,8.8,1
