condition,condition_seed,damage_seed,final_hamming,auc,half_life,survived
constant,0,3,0.038303,0.023949,4.2,1
constant,0,4,0.009874,0.014926,5.8,1
constant,0,5,0.030273,0.013396,6.2,1
constant,0,6,0.005968,0.003729,7.9,1
constant,0,7,0.012804,0.002790,10.8,1
constant,1,0,0.087674,0.037404,9.4,1
constant,1,1,0.007161,0.005208,12.5,1
constant,1,2,0.038520,0.011574,6.9,1
constant,1,3,0.060113,0.030537,2.0,1
constant,1,4,0.069227,0.036336,0.9,1
constant,1,5,0.038954,0.012651,5.6,1
constant,1,6,0.004232,0.003576,9.1,1
constant,1,7,0.014323,0.003046,10.5,1
constant,2,0,0.089084,0.037686,22.5,1
constant,2,1,0.027995,0.012813,9.2,1
constant,2,2,0.031467,0.019342,4.8,1
constant,2,3,0.043728,0.025445,3.5,1
constant,2,4,0.052300,0.033225,1.6,1
constant,2,5,0.030490,0.011037,6.2,1
constant,2,6,0.001519,0.002474,11.2,1
constant,2,7,0.015082,0.003041,10.0,1
constant,3,0,0.075304,0.033381,5.8,1
constant,3,1,0.029514,0.016239,6.4,1
constant,3,2,0.125651,0.059792,1.6,0
constant,3,3,0.046658,0.026824,3.0,1
constant,3,4,0.038737,0.028750,1.3,1
constant,3,5,0.039605,0.012312,7.3,1
constant,3,6,0.006510,0.003873,8.0,1
constant,3,7,0.013780,0.002962,11.0,1
constant,4,0,0.085612,0.035286,5.7,1
constant,4,1,0.015516,0.008035,11.1,1
constant,4,2,0.033420,0.024470,4.4,1
constant,4,3,0.039280,0.026134,3.0,1
constant,4,4,0.039062,0.028017,2.2,1
constant,4,5,0.030490,0.012687,10.8,1
constant,4,6,0.002930,0.003197,7.7,1
constant,4,7,0.014106,0.003197,11.7,1
random,0,0,0.706597,0.647063,0.0,0
random,0,1,0.837348,0.660904,0.0,0
random,0,2,0.622179,0.674539,0.0,0
random,0,3,0.803602,0.716386,0.0,0
random,0,4,0.793837,0.706521,0.0,0
random,0,5,0.768663,0.705397,0.0,0
random,0,6,0.726128,0.694150,0.0,0
random,0,7,0.795573,0.641263,0.0,0
random,1,0,0.575412,0.669765,0.0,0
random,1,1,0.687066,0.702211,0.0,0
random,1,2,0.765082,0.683161,0.0,0
random,1,3,0.777561,0.674804,0.0,0
random,1,4,0.847114,0.703869,0.0,0
random,1,5,0.653429,0.689777,0.0,0
random,1,6,0.755100,0.717916,0.0,0
random,1,7,0.688585,0.673061,0.0,0
random,2,0,0.796332,0.693654,0.0,0
random,2,1,0.501953,0.677128,0.0,0
random,2,2,0.732639,0.694586,0.0,0
random,2,3,0.809896,0.633456,0.0,0
random,2,4,0.801215,0.668397,0.0,0
random,2,5,0.744141,0.646256,0.0,0
random,2,6,0.770616,0.658341,0.0,0
random,2,7,0.787218,0.669801,0.0,0
random,3,0,0.796875,0.654266,0.0,0
random,3,1,0.794813,0.704171,0.0,0
random,3,2,0.789280,0.729553,0.0,0
random,3,3,0.830187,0.717752,0.0,0
random,3,4,0.747287,0.665915,0.0,0
random,3,5,0.506293,0.661897,0.0,0
random,3,6,0.779731,0.634972,0.0,0
random,3,7,0.797201,0.677938,0.0,0
random,4,0,0.764757,0.723609,0.0,0
random,4,1,0.518555,0.662200,0.0,0
random,4,2,0.905056,0.646482,0.0,0
random,4,3,0.752279,0.697786,0.0,0
random,4,4,0.843967,0.657301,0.0,0
random,4,5,0.706706,0.659139,0.0,0
random,4,6,0.735460,0.667917,0.0,0
random,4,7,0.618381,0.639992,0.0,0
no_modulation,0,0,0.207248,0.133896,0.0,0
no_modulation,0,1,0.159180,0.074170,20.8,0
no_modulation,0,2,0.168837,0.112038,2.8,0
no_modulation,0,3,0.164171,0.108356,0.0,0
no_modulation,0,4,0.203668,0.134784,0.3,0
no_modulation,0,5,0.173828,0.085695,0.4,0
no_modulation,0,6,0.157010,0.082445,0.0,0
no_modulation,0,7,0.127713,0.074008,0.2,0
no_modulation,1,0,0.191515,0.115549,0.8,0
no_modulation,1,1,0.175781,0.099231,0.2,0
no_modulation,1,2,0.165256,0.110927,3.7,0
no_modulation,1,3,0.167535,0.098556,0.9,0
no_modulation,1,4,0.179253,0.126018,0.0,0
no_modulation,1,5,0.101454,0.066707,2.5,0
no_modulation,1,6,0.156359,0.101700,0.0,0
no_modulation,1,7,0.163628,0.089919,0.0,0
no_modulation,2,0,0.203668,0.117150,1.1,0
no_modulation,2,1,0.178494,0.092131,2.5,0
no_modulation,2,2,0.187283,0.129060,2.7,0
no_modulation,2,3,0.168077,0.089214,1.1,0
no_modulation,2,4,0.242405,0.158137,0.0,0
no_modulation,2,5,0.152669,0.108291,0.7,0
no_modulation,2,6,0.136285,0.055443,0.0,0
no_modulation,2,7,0.162977,0.085746,0.0,0
no_modulation,3,0,0.198785,0.115017,0.8,0
no_modulation,3,1,0.200195,0.118675,1.8,0
no_modulation,3,2,0.240343,0.158428,0.0,0
no_modulation,3,3,0.164931,0.107741,0.5,0
no_modulation,3,4,0.184570,0.108968,0.8,0
no_modulation,3,5,0.174913,0.119632,0.0,0
no_modulation,3,6,0.177626,0.088719,0.0,0
no_modulation,3,7,0.171658,0.101626,0.0,0
no_modulation,4,0,0.187174,0.118127,0.6,0
no_modulation,4,1,0.173937,0.085009,2.1,0
no_modulation,4,2,0.175998,0.116926,0.9,0
no_modulation,4,3,0.169596,0.108300,0.5,0
no_modulation,4,4,0.206923,0.149241,0.0,0
no_modulation,4,5,0.170247,0.103831,0.3,0
no_modulation,4,6,0.193468,0.094381,0.0,0
no_modulation,4,7,0.151042,0.100170,0.0,0
