gen,best_in_gen,best_so_far,mean_fitness,elapsed_sec
0,0.015093,0.015093,0.032270,38.2
1,0.014571,0.014571,0.020671,68.2
2,0.014920,0.014571,0.019569,97.5
3,0.014345,0.014345,0.019636,126.9
4,0.014544,0.014345,0.018582,156.2
5,0.015595,0.014345,0.018735,185.5
6,0.014688,0.014345,0.019147,214.9
7,0.015567,0.014345,0.019318,244.2
8,0.015035,0.014345,0.018712,273.5
9,0.014492,0.014345,0.019321,302.9
10,0.015256,0.014345,0.018780,332.2
11,0.014815,0.014345,0.018656,361.5
12,0.014578,0.014345,0.018821,390.9
13,0.014323,0.014323,0.018663,420.2
14,0.016070,0.014323,0.018521,449.5
15,0.014910,0.014323,0.018438,478.9
16,0.013863,0.013863,0.018389,508.2
17,0.013652,0.013652,0.018322,537.6
18,0.014539,0.013652,0.018602,566.9
19,0.014909,0.013652,0.018538,596.2
20,0.013717,0.013652,0.018610,625.6
21,0.013774,0.013652,0.018382,654.9
22,0.014461,0.013652,0.019275,684.2
23,0.014026,0.013652,0.018234,713.6
24,0.014450,0.013652,0.018682,742.9
25,0.013468,0.013468,0.018445,772.2
26,0.015070,0.013468,0.018485,801.6
27,0.014789,0.013468,0.018071,830.9
28,0.014382,0.013468,0.018201,860.2
29,0.014663,0.013468,0.018626,889.6
30,0.013675,0.013468,0.018475,918.9
31,0.015438,0.013468,0.018730,948.2
32,0.014896,0.013468,0.018695,977.5
33,0.014741,0.013468,0.018835,1006.9
34,0.014304,0.013468,0.018816,1036.2
35,0.015430,0.013468,0.018721,1065.6
36,0.014972,0.013468,0.018765,1094.9
37,0.014107,0.013468,0.018291,1124.2
38,0.014941,0.013468,0.018579,1153.6
39,0.013495,0.013468,0.018528,1182.9
40,0.015438,0.013468,0.018963,1212.2
41,0.014942,0.013468,0.018462,1241.5
42,0.015335,0.013468,0.018899,1270.9
43,0.014486,0.013468,0.018326,1300.2
44,0.014858,0.013468,0.018590,1329.5
45,0.014986,0.013468,0.019334,1358.9
46,0.016237,0.013468,0.019897,1388.2
47,0.013661,0.013468,0.018873,1417.5
48,0.015487,0.013468,0.018756,1446.9
49,0.014835,0.013468,0.018634,1476.2
50,0.014659,0.013468,0.018622,1505.5
51,0.015108,0.013468,0.018484,1534.9
52,0.015266,0.013468,0.019122,1564.2
