step,m_k0,m_k1,m_k2
64,-0.002550,-0.017196,-0.018099
65,-0.002459,-0.016583,-0.017454
66,-0.002372,-0.016000,-0.016840
67,-0.002290,-0.015446,-0.016257
68,-0.002212,-0.014918,-0.015701
69,-0.002138,-0.014417,-0.015173
70,-0.003043,-0.020514,-0.021594
71,-0.002932,-0.019766,-0.020806
72,-0.002826,-0.019054,-0.020057
73,-0.002726,-0.018376,-0.019344
74,-0.002630,-0.017732,-0.018665
75,-0.002540,-0.017119,-0.018020
76,-0.002453,-0.016536,-0.017407
77,-0.002371,-0.015982,-0.016823
78,-0.002293,-0.015454,-0.016268
79,-0.002218,-0.014952,-0.015739
80,-0.003117,-0.021023,-0.022127
81,-0.003006,-0.020275,-0.021339
82,-0.002900,-0.019563,-0.020590
83,-0.002800,-0.018885,-0.019877
84,-0.002705,-0.018241,-0.019199
85,-0.002614,-0.017628,-0.018554
86,-0.002527,-0.017045,-0.017940
87,-0.002445,-0.016491,-0.017357
88,-0.002367,-0.015963,-0.016802
89,-0.002293,-0.015461,-0.016273
90,-0.003189,-0.021507,-0.022636
91,-0.003078,-0.020758,-0.021848
92,-0.002972,-0.020046,-0.021099
93,-0.002872,-0.019369,-0.020386
94,-0.002776,-0.018725,-0.019708
95,-0.002685,-0.018112,-0.019063
96,-0.002599,-0.017529,-0.018449
97,-0.002517,-0.016974,-0.017866
98,-0.002439,-0.016447,-0.017311
99,-0.002364,-0.015945,-0.016782
100,-0.003262,-0.021966,-0.023129
101,-0.003151,-0.021218,-0.022341
102,-0.003045,-0.020506,-0.021591
103,-0.002944,-0.019828,-0.020878
104,-0.002848,-0.019184,-0.020199
105,-0.002757,-0.018571,-0.019554
106,-0.002671,-0.017988,-0.018940
107,-0.002588,-0.017434,-0.018356
108,-0.002510,-0.016906,-0.017800
109,-0.002436,-0.016405,-0.017272
110,-0.003322,-0.022402,-0.023580
111,-0.003211,-0.021654,-0.022792
112,-0.003105,-0.020942,-0.022043
113,-0.003005,-0.020265,-0.021330
114,-0.002909,-0.019620,-0.020652
115,-0.002818,-0.019008,-0.020007
116,-0.002732,-0.018425,-0.019393
117,-0.002650,-0.017870,-0.018809
118,-0.002572,-0.017343,-0.018254
119,-0.002497,-0.016841,-0.017726
120,-0.003383,-0.022817,-0.024016
121,-0.003272,-0.022069,-0.023228
122,-0.003167,-0.021357,-0.022479
123,-0.003066,-0.020679,-0.021766
124,-0.002971,-0.020035,-0.021088
125,-0.002880,-0.019422,-0.020443
126,-0.002793,-0.018839,-0.019829
127,-0.002711,-0.018285,-0.019246
128,-0.002633,-0.017757,-0.018690
129,-0.002559,-0.017256,-0.018162
130,-0.003443,-0.023211,-0.024434
131,-0.003332,-0.022463,-0.023646
132,-0.003227,-0.021751,-0.022896
133,-0.003126,-0.021073,-0.022183
134,-0.003030,-0.020429,-0.021505
135,-0.002940,-0.019816,-0.020860
136,-0.002853,-0.019233,-0.020246
137,-0.002771,-0.018679,-0.019662
138,-0.002693,-0.018151,-0.019107
139,-0.002618,-0.017649,-0.018579
140,-0.003499,-0.023585,-0.024828
141,-0.003388,-0.022837,-0.024040
142,-0.003282,-0.022125,-0.023291
143,-0.003182,-0.021447,-0.022578
144,-0.003086,-0.020803,-0.021899
145,-0.002995,-0.020190,-0.021254
146,-0.002909,-0.019607,-0.020641
147,-0.002826,-0.019053,-0.020057
148,-0.002748,-0.018525,-0.019501
149,-0.002674,-0.018024,-0.018973
150,-0.003680,-0.023946,-0.025473
151,-0.003563,-0.023198,-0.024673
152,-0.003451,-0.022485,-0.023911
153,-0.003345,-0.021808,-0.023187
154,-0.003245,-0.021163,-0.022498
155,-0.003149,-0.020550,-0.021842
156,-0.003058,-0.019967,-0.021219
157,-0.002971,-0.019412,-0.020626
158,-0.002889,-0.018885,-0.020062
159,-0.002810,-0.018383,-0.019525
160,-0.003607,-0.024282,-0.025580
161,-0.003496,-0.023533,-0.024792
162,-0.003390,-0.022821,-0.024042
163,-0.003290,-0.022143,-0.023328
164,-0.003194,-0.021499,-0.022650
165,-0.003103,-0.020886,-0.022004
166,-0.003017,-0.020303,-0.021390
167,-0.002934,-0.019748,-0.020806
168,-0.002856,-0.019221,-0.020250
169,-0.002782,-0.018719,-0.019722
170,-0.003655,-0.024605,-0.025909
171,-0.003544,-0.023856,-0.025121
172,-0.003438,-0.023144,-0.024372
173,-0.003338,-0.022467,-0.023659
174,-0.003242,-0.021822,-0.022980
175,-0.003151,-0.021209,-0.022335
176,-0.003065,-0.020626,-0.021721
177,-0.002983,-0.020071,-0.021138
178,-0.002904,-0.019544,-0.020582
179,-0.002830,-0.019042,-0.020054
180,-0.003703,-0.024910,-0.026235
181,-0.003592,-0.024161,-0.025447
182,-0.003486,-0.023449,-0.024697
183,-0.003386,-0.022771,-0.023984
184,-0.003290,-0.022127,-0.023305
185,-0.003199,-0.021514,-0.022660
186,-0.003112,-0.020931,-0.022046
187,-0.003030,-0.020376,-0.021462
188,-0.002951,-0.019848,-0.020906
189,-0.002877,-0.019346,-0.020378
190,-0.003750,-0.025198,-0.026548
191,-0.003639,-0.024449,-0.025759
192,-0.003533,-0.023737,-0.025009
193,-0.003432,-0.023060,-0.024295
194,-0.003336,-0.022415,-0.023616
195,-0.003245,-0.021802,-0.022971
196,-0.003158,-0.021219,-0.022356
197,-0.003076,-0.020665,-0.021772
198,-0.002997,-0.020137,-0.021216
199,-0.002922,-0.019635,-0.020688
200,-0.003790,-0.025472,-0.026837
201,-0.003679,-0.024723,-0.026049
202,-0.003573,-0.024011,-0.025298
203,-0.003472,-0.023334,-0.024585
204,-0.003376,-0.022690,-0.023906
205,-0.003285,-0.022077,-0.023260
206,-0.003198,-0.021494,-0.022646
207,-0.003116,-0.020939,-0.022062
208,-0.003037,-0.020411,-0.021506
209,-0.002963,-0.019910,-0.020977
210,-0.003831,-0.025733,-0.027116
211,-0.003719,-0.024984,-0.026327
212,-0.003613,-0.024272,-0.025577
213,-0.003512,-0.023595,-0.024863
214,-0.003416,-0.022950,-0.024184
215,-0.003325,-0.022337,-0.023538
216,-0.003238,-0.021754,-0.022924
217,-0.003156,-0.021200,-0.022340
218,-0.003077,-0.020672,-0.021784
219,-0.003003,-0.020170,-0.021255
220,-0.003859,-0.025980,-0.027363
221,-0.003748,-0.025231,-0.026575
222,-0.003643,-0.024519,-0.025825
223,-0.003542,-0.023842,-0.025112
224,-0.003446,-0.023198,-0.024433
225,-0.003356,-0.022585,-0.023788
226,-0.003269,-0.022002,-0.023174
227,-0.003187,-0.021447,-0.022590
228,-0.003109,-0.020920,-0.022035
229,-0.003034,-0.020418,-0.021507
230,-0.003892,-0.026216,-0.027607
231,-0.003781,-0.025467,-0.026819
232,-0.003675,-0.024755,-0.026070
233,-0.003575,-0.024078,-0.025357
234,-0.003480,-0.023434,-0.024678
235,-0.003389,-0.022821,-0.024033
236,-0.003302,-0.022238,-0.023419
237,-0.003220,-0.021683,-0.022836
238,-0.003142,-0.021156,-0.022280
239,-0.003068,-0.020654,-0.021752
240,-0.003925,-0.026440,-0.027842
241,-0.003814,-0.025691,-0.027054
242,-0.003708,-0.024979,-0.026305
243,-0.003608,-0.024302,-0.025592
244,-0.003512,-0.023658,-0.024914
245,-0.003422,-0.023045,-0.024268
246,-0.003335,-0.022462,-0.023655
247,-0.003253,-0.021907,-0.023071
248,-0.003175,-0.021380,-0.022516
249,-0.003100,-0.020878,-0.021988
250,-0.003959,-0.026652,-0.028072
251,-0.003848,-0.025904,-0.027284
252,-0.003743,-0.025192,-0.026534
253,-0.003642,-0.024515,-0.025821
254,-0.003546,-0.023870,-0.025142
255,-0.003455,-0.023257,-0.024497
256,-0.003369,-0.022674,-0.023883
257,-0.003287,-0.022120,-0.023299
258,-0.003208,-0.021592,-0.022743
259,-0.003134,-0.021091,-0.022215
260,-0.003989,-0.026854,-0.028285
261,-0.003878,-0.026106,-0.027496
262,-0.003773,-0.025394,-0.026747
263,-0.003672,-0.024716,-0.026033
264,-0.003576,-0.024072,-0.025355
265,-0.003485,-0.023459,-0.024710
266,-0.003399,-0.022876,-0.024096
267,-0.003317,-0.022322,-0.023512
268,-0.003238,-0.021794,-0.022956
269,-0.003164,-0.021293,-0.022428
270,-0.004014,-0.027046,-0.028480
271,-0.003903,-0.026298,-0.027693
272,-0.003798,-0.025586,-0.026943
273,-0.003697,-0.024909,-0.026230
274,-0.003602,-0.024264,-0.025552
275,-0.003511,-0.023651,-0.024907
276,-0.003425,-0.023069,-0.024293
277,-0.003343,-0.022514,-0.023709
278,-0.003264,-0.021987,-0.023154
279,-0.003190,-0.021485,-0.022626
280,-0.004041,-0.027229,-0.028672
281,-0.003930,-0.026480,-0.027884
282,-0.003825,-0.025768,-0.027135
283,-0.003724,-0.025091,-0.026422
284,-0.003629,-0.024447,-0.025743
285,-0.003538,-0.023834,-0.025098
286,-0.003451,-0.023251,-0.024485
287,-0.003369,-0.022696,-0.023901
288,-0.003291,-0.022169,-0.023346
289,-0.003217,-0.021667,-0.022817
290,-0.004068,-0.027403,-0.028858
291,-0.003957,-0.026654,-0.028070
292,-0.003852,-0.025942,-0.027320
293,-0.003751,-0.025265,-0.026607
294,-0.003656,-0.024620,-0.025929
295,-0.003565,-0.024008,-0.025283
296,-0.003478,-0.023425,-0.024670
297,-0.003396,-0.022870,-0.024086
298,-0.003318,-0.022343,-0.023530
299,-0.003243,-0.021841,-0.023002
300,-0.004359,-0.027580,-0.029603
301,-0.004235,-0.026831,-0.028788
302,-0.004118,-0.026118,-0.028013
303,-0.004006,-0.025441,-0.027276
304,-0.003900,-0.024796,-0.026575
305,-0.003799,-0.024182,-0.025908
306,-0.003703,-0.023599,-0.025273
307,-0.003612,-0.023044,-0.024670
308,-0.003525,-0.022516,-0.024096
309,-0.003442,-0.022014,-0.023550
310,-0.004127,-0.027731,-0.029255
311,-0.004016,-0.026982,-0.028465
312,-0.003911,-0.026269,-0.027714
313,-0.003810,-0.025592,-0.027000
314,-0.003715,-0.024947,-0.026320
315,-0.003624,-0.024334,-0.025673
316,-0.003537,-0.023751,-0.025058
317,-0.003455,-0.023196,-0.024473
318,-0.003377,-0.022669,-0.023917
319,-0.003302,-0.022167,-0.023387
320,-0.004151,-0.027880,-0.029395
321,-0.004040,-0.027132,-0.028606
322,-0.003934,-0.026419,-0.027856
323,-0.003833,-0.025742,-0.027142
324,-0.003738,-0.025097,-0.026463
325,-0.003647,-0.024484,-0.025817
326,-0.003560,-0.023901,-0.025202
327,-0.003478,-0.023346,-0.024618
328,-0.003400,-0.022818,-0.024062
329,-0.003325,-0.022316,-0.023533
330,-0.004171,-0.028021,-0.029533
331,-0.004060,-0.027272,-0.028744
332,-0.003954,-0.026560,-0.027994
333,-0.003853,-0.025883,-0.027281
334,-0.003758,-0.025238,-0.026602
335,-0.003667,-0.024625,-0.025957
336,-0.003580,-0.024042,-0.025343
337,-0.003498,-0.023487,-0.024759
338,-0.003420,-0.022959,-0.024203
339,-0.003345,-0.022457,-0.023674
340,-0.004190,-0.028156,-0.029669
341,-0.004079,-0.027407,-0.028881
342,-0.003973,-0.026694,-0.028131
343,-0.003873,-0.026017,-0.027418
344,-0.003777,-0.025372,-0.026739
345,-0.003686,-0.024759,-0.026094
346,-0.003600,-0.024176,-0.025480
347,-0.003517,-0.023621,-0.024896
348,-0.003439,-0.023094,-0.024341
349,-0.003365,-0.022592,-0.023812
350,-0.004225,-0.028281,-0.029834
351,-0.004113,-0.027533,-0.029044
352,-0.004007,-0.026820,-0.028293
353,-0.003905,-0.026143,-0.027578
354,-0.003809,-0.025498,-0.026898
355,-0.003717,-0.024885,-0.026252
356,-0.003630,-0.024302,-0.025637
357,-0.003547,-0.023748,-0.025052
358,-0.003469,-0.023220,-0.024495
359,-0.003394,-0.022718,-0.023966
360,-0.004232,-0.028401,-0.029942
361,-0.004120,-0.027652,-0.029153
362,-0.004014,-0.026940,-0.028402
363,-0.003914,-0.026263,-0.027689
364,-0.003818,-0.025618,-0.027010
365,-0.003727,-0.025005,-0.026364
366,-0.003640,-0.024422,-0.025749
367,-0.003558,-0.023868,-0.025165
368,-0.003479,-0.023340,-0.024609
369,-0.003404,-0.022838,-0.024080
370,-0.004253,-0.028515,-0.030071
371,-0.004141,-0.027766,-0.029282
372,-0.004035,-0.027054,-0.028531
373,-0.003934,-0.026377,-0.027817
374,-0.003838,-0.025732,-0.027138
375,-0.003747,-0.025120,-0.026491
376,-0.003660,-0.024537,-0.025877
377,-0.003578,-0.023982,-0.025292
378,-0.003499,-0.023454,-0.024736
379,-0.003424,-0.022953,-0.024207
380,-0.004257,-0.028624,-0.030164
381,-0.004146,-0.027875,-0.029376
382,-0.004041,-0.027163,-0.028626
383,-0.003940,-0.026486,-0.027913
384,-0.003845,-0.025841,-0.027235
385,-0.003754,-0.025228,-0.026589
386,-0.003667,-0.024645,-0.025975
387,-0.003585,-0.024091,-0.025391
388,-0.003507,-0.023563,-0.024836
389,-0.003433,-0.023061,-0.024307
390,-0.004272,-0.028727,-0.030271
391,-0.004161,-0.027979,-0.029483
392,-0.004055,-0.027266,-0.028733
393,-0.003955,-0.026589,-0.028020
394,-0.003859,-0.025945,-0.027342
395,-0.003768,-0.025332,-0.026696
396,-0.003682,-0.024749,-0.026082
397,-0.003600,-0.024194,-0.025499
398,-0.003521,-0.023667,-0.024943
399,-0.003447,-0.023165,-0.024415
400,-0.004285,-0.028825,-0.030373
401,-0.004175,-0.028077,-0.029585
402,-0.004069,-0.027365,-0.028835
403,-0.003969,-0.026687,-0.028122
404,-0.003873,-0.026043,-0.027444
405,-0.003782,-0.025430,-0.026798
406,-0.003696,-0.024847,-0.026184
407,-0.003613,-0.024293,-0.025601
408,-0.003535,-0.023765,-0.025045
409,-0.003461,-0.023263,-0.024517
410,-0.004299,-0.028919,-0.030470
411,-0.004188,-0.028171,-0.029681
412,-0.004082,-0.027458,-0.028932
413,-0.003982,-0.026781,-0.028219
414,-0.003886,-0.026137,-0.027540
415,-0.003795,-0.025524,-0.026895
416,-0.003709,-0.024941,-0.026281
417,-0.003627,-0.024386,-0.025697
418,-0.003548,-0.023859,-0.025142
419,-0.003474,-0.023357,-0.024614
420,-0.004314,-0.029008,-0.030568
421,-0.004203,-0.028259,-0.029780
422,-0.004098,-0.027547,-0.029030
423,-0.003997,-0.026870,-0.028317
424,-0.003901,-0.026226,-0.027638
425,-0.003810,-0.025613,-0.026992
426,-0.003724,-0.025030,-0.026378
427,-0.003642,-0.024475,-0.025794
428,-0.003563,-0.023948,-0.025239
429,-0.003489,-0.023446,-0.024710
430,-0.004323,-0.029092,-0.030650
431,-0.004212,-0.028344,-0.029862
432,-0.004107,-0.027632,-0.029113
433,-0.004006,-0.026954,-0.028399
434,-0.003911,-0.026310,-0.027721
435,-0.003820,-0.025697,-0.027076
436,-0.003734,-0.025114,-0.026462
437,-0.003651,-0.024560,-0.025878
438,-0.003573,-0.024032,-0.025323
439,-0.003499,-0.023530,-0.024794
440,-0.004340,-0.029172,-0.030743
441,-0.004228,-0.028424,-0.029955
442,-0.004123,-0.027712,-0.029205
443,-0.004022,-0.027034,-0.028491
444,-0.003926,-0.026390,-0.027812
445,-0.003835,-0.025777,-0.027167
446,-0.003749,-0.025194,-0.026552
447,-0.003666,-0.024640,-0.025968
448,-0.003588,-0.024112,-0.025413
449,-0.003513,-0.023610,-0.024884
450,-0.004345,-0.029248,-0.030814
451,-0.004234,-0.028500,-0.030025
452,-0.004129,-0.027788,-0.029276
453,-0.004029,-0.027110,-0.028563
454,-0.003933,-0.026466,-0.027884
455,-0.003842,-0.025853,-0.027239
456,-0.003756,-0.025270,-0.026625
457,-0.003674,-0.024716,-0.026041
458,-0.003595,-0.024188,-0.025486
459,-0.003521,-0.023686,-0.024958
460,-0.004356,-0.029321,-0.030889
461,-0.004245,-0.028572,-0.030101
462,-0.004139,-0.027860,-0.029351
463,-0.004039,-0.027183,-0.028638
464,-0.003943,-0.026539,-0.027960
465,-0.003852,-0.025926,-0.027314
466,-0.003766,-0.025343,-0.026700
467,-0.003684,-0.024788,-0.026117
468,-0.003606,-0.024261,-0.025561
469,-0.003531,-0.023759,-0.025033
470,-0.004365,-0.029389,-0.030960
471,-0.004254,-0.028641,-0.030172
472,-0.004149,-0.027929,-0.029422
473,-0.004048,-0.027252,-0.028709
474,-0.003953,-0.026607,-0.028030
475,-0.003862,-0.025994,-0.027385
476,-0.003775,-0.025411,-0.026771
477,-0.003693,-0.024857,-0.026188
478,-0.003615,-0.024329,-0.025632
479,-0.003541,-0.023828,-0.025104
480,-0.004374,-0.029455,-0.031027
481,-0.004263,-0.028706,-0.030239
482,-0.004158,-0.027994,-0.029490
483,-0.004057,-0.027317,-0.028776
484,-0.003962,-0.026672,-0.028098
485,-0.003871,-0.026060,-0.027453
486,-0.003785,-0.025477,-0.026839
487,-0.003703,-0.024922,-0.026255
488,-0.003624,-0.024395,-0.025700
489,-0.003550,-0.023893,-0.025172
490,-0.004383,-0.029517,-0.031091
491,-0.004272,-0.028768,-0.030303
492,-0.004167,-0.028056,-0.029554
493,-0.004066,-0.027379,-0.028841
494,-0.003971,-0.026735,-0.028162
495,-0.003880,-0.026122,-0.027517
496,-0.003793,-0.025539,-0.026903
497,-0.003711,-0.024984,-0.026320
498,-0.003633,-0.024457,-0.025764
499,-0.003559,-0.023955,-0.025236
500,-0.004393,-0.029576,-0.031156
501,-0.004282,-0.028827,-0.030368
502,-0.004176,-0.028115,-0.029618
503,-0.004076,-0.027438,-0.028905
504,-0.003980,-0.026794,-0.028226
505,-0.003889,-0.026181,-0.027581
506,-0.003803,-0.025598,-0.026967
507,-0.003721,-0.025043,-0.026383
508,-0.003642,-0.024516,-0.025828
509,-0.003568,-0.024014,-0.025299
510,-0.004403,-0.029631,-0.031217
511,-0.004292,-0.028883,-0.030429
512,-0.004186,-0.028171,-0.029679
513,-0.004085,-0.027494,-0.028966
514,-0.003990,-0.026849,-0.028287
515,-0.003899,-0.026236,-0.027642
516,-0.003812,-0.025653,-0.027028
517,-0.003730,-0.025099,-0.026444
518,-0.003652,-0.024571,-0.025888
519,-0.003577,-0.024070,-0.025360
520,-0.004409,-0.029684,-0.031270
521,-0.004298,-0.028936,-0.030482
522,-0.004192,-0.028224,-0.029732
523,-0.004092,-0.027546,-0.029019
524,-0.003996,-0.026902,-0.028340
525,-0.003905,-0.026289,-0.027695
526,-0.003819,-0.025706,-0.027081
527,-0.003737,-0.025152,-0.026497
528,-0.003658,-0.024625,-0.025942
529,-0.003584,-0.024123,-0.025413
530,-0.004414,-0.029735,-0.031320
531,-0.004303,-0.028986,-0.030532
532,-0.004198,-0.028274,-0.029782
533,-0.004097,-0.027597,-0.029069
534,-0.004002,-0.026953,-0.028391
535,-0.003911,-0.026340,-0.027745
536,-0.003825,-0.025757,-0.027132
537,-0.003743,-0.025203,-0.026548
538,-0.003664,-0.024675,-0.025992
539,-0.003590,-0.024173,-0.025464
540,-0.004421,-0.029783,-0.031369
541,-0.004310,-0.029035,-0.030581
542,-0.004205,-0.028323,-0.029832
543,-0.004104,-0.027645,-0.029119
544,-0.004009,-0.027001,-0.028440
545,-0.003918,-0.026388,-0.027795
546,-0.003831,-0.025805,-0.027181
547,-0.003749,-0.025251,-0.026598
548,-0.003671,-0.024723,-0.026042
549,-0.003597,-0.024222,-0.025514
550,-0.004428,-0.029829,-0.031417
551,-0.004317,-0.029081,-0.030629
552,-0.004211,-0.028368,-0.029879
553,-0.004111,-0.027691,-0.029166
554,-0.004015,-0.027047,-0.028488
555,-0.003924,-0.026434,-0.027843
556,-0.003838,-0.025851,-0.027229
557,-0.003756,-0.025297,-0.026645
558,-0.003678,-0.024769,-0.026090
559,-0.003603,-0.024267,-0.025561
560,-0.004434,-0.029872,-0.031462
561,-0.004323,-0.029124,-0.030674
562,-0.004217,-0.028412,-0.029924
563,-0.004117,-0.027735,-0.029211
564,-0.004021,-0.027090,-0.028533
565,-0.003930,-0.026477,-0.027887
566,-0.003844,-0.025895,-0.027274
567,-0.003762,-0.025340,-0.026690
568,-0.003684,-0.024812,-0.026135
569,-0.003609,-0.024311,-0.025606
570,-0.004445,-0.029914,-0.031514
571,-0.004333,-0.029165,-0.030726
572,-0.004228,-0.028453,-0.029976
573,-0.004127,-0.027776,-0.029262
574,-0.004031,-0.027131,-0.028583
575,-0.003940,-0.026519,-0.027938
576,-0.003854,-0.025936,-0.027324
577,-0.003771,-0.025381,-0.026740
578,-0.003693,-0.024854,-0.026184
579,-0.003618,-0.024352,-0.025655
580,-0.004445,-0.029952,-0.031546
581,-0.004334,-0.029204,-0.030758
582,-0.004229,-0.028492,-0.030008
583,-0.004128,-0.027815,-0.029295
584,-0.004033,-0.027170,-0.028617
585,-0.003942,-0.026558,-0.027972
586,-0.003856,-0.025975,-0.027358
587,-0.003774,-0.025420,-0.026774
588,-0.003695,-0.024893,-0.026219
589,-0.003621,-0.024391,-0.025690
590,-0.004451,-0.029990,-0.031585
591,-0.004340,-0.029241,-0.030797
592,-0.004234,-0.028529,-0.030047
593,-0.004134,-0.027852,-0.029334
594,-0.004038,-0.027207,-0.028656
595,-0.003947,-0.026595,-0.028010
596,-0.003861,-0.026012,-0.027397
597,-0.003779,-0.025457,-0.026813
598,-0.003701,-0.024930,-0.026257
599,-0.003626,-0.024428,-0.025729
600,-0.004794,-0.030044,-0.032360
601,-0.004667,-0.029294,-0.031537
602,-0.004547,-0.028581,-0.030755
603,-0.004432,-0.027903,-0.030011
604,-0.004323,-0.027258,-0.029303
605,-0.004219,-0.026645,-0.028630
606,-0.004121,-0.026061,-0.027989
607,-0.004027,-0.025506,-0.027380
608,-0.003938,-0.024978,-0.026800
609,-0.003853,-0.024476,-0.026249
610,-0.004478,-0.030069,-0.031735
611,-0.004367,-0.029320,-0.030945
612,-0.004261,-0.028607,-0.030193
613,-0.004161,-0.027930,-0.029478
614,-0.004065,-0.027285,-0.028798
615,-0.003974,-0.026672,-0.028151
616,-0.003888,-0.026088,-0.027536
617,-0.003806,-0.025534,-0.026950
618,-0.003727,-0.025006,-0.026393
619,-0.003653,-0.024504,-0.025864
620,-0.004486,-0.030108,-0.031737
621,-0.004375,-0.029359,-0.030948
622,-0.004269,-0.028646,-0.030198
623,-0.004168,-0.027968,-0.029484
624,-0.004072,-0.027323,-0.028805
625,-0.003981,-0.026710,-0.028159
626,-0.003895,-0.026126,-0.027545
627,-0.003812,-0.025571,-0.026961
628,-0.003734,-0.025043,-0.026405
629,-0.003659,-0.024541,-0.025876
630,-0.004490,-0.030138,-0.031759
631,-0.004379,-0.029389,-0.030971
632,-0.004273,-0.028676,-0.030221
633,-0.004173,-0.027998,-0.029507
634,-0.004077,-0.027353,-0.028829
635,-0.003986,-0.026740,-0.028183
636,-0.003899,-0.026156,-0.027569
637,-0.003817,-0.025601,-0.026985
638,-0.003738,-0.025073,-0.026430
639,-0.003664,-0.024571,-0.025901
640,-0.004496,-0.030170,-0.031786
641,-0.004384,-0.029421,-0.030998
642,-0.004278,-0.028708,-0.030248
643,-0.004178,-0.028030,-0.029535
644,-0.004082,-0.027385,-0.028856
645,-0.003991,-0.026771,-0.028211
646,-0.003904,-0.026188,-0.027597
647,-0.003821,-0.025632,-0.027013
648,-0.003743,-0.025104,-0.026458
649,-0.003668,-0.024602,-0.025929
650,-0.004500,-0.030200,-0.031811
651,-0.004389,-0.029450,-0.031023
652,-0.004283,-0.028737,-0.030273
653,-0.004182,-0.028059,-0.029560
654,-0.004086,-0.027414,-0.028882
655,-0.003995,-0.026801,-0.028236
656,-0.003908,-0.026217,-0.027622
657,-0.003826,-0.025662,-0.027039
658,-0.003747,-0.025134,-0.026483
659,-0.003672,-0.024631,-0.025955
660,-0.004504,-0.030226,-0.031836
661,-0.004393,-0.029477,-0.031048
662,-0.004287,-0.028764,-0.030298
663,-0.004186,-0.028086,-0.029585
664,-0.004090,-0.027441,-0.028906
665,-0.003999,-0.026827,-0.028261
666,-0.003912,-0.026243,-0.027647
667,-0.003829,-0.025688,-0.027063
668,-0.003751,-0.025160,-0.026508
669,-0.003676,-0.024658,-0.025980
670,-0.004542,-0.030251,-0.031931
671,-0.004429,-0.029501,-0.031139
672,-0.004322,-0.028788,-0.030387
673,-0.004220,-0.028110,-0.029670
674,-0.004122,-0.027465,-0.028989
675,-0.004030,-0.026852,-0.028341
676,-0.003942,-0.026268,-0.027725
677,-0.003858,-0.025713,-0.027139
678,-0.003778,-0.025185,-0.026581
679,-0.003702,-0.024683,-0.026050
680,-0.004522,-0.030272,-0.031914
681,-0.004410,-0.029523,-0.031125
682,-0.004304,-0.028810,-0.030374
683,-0.004202,-0.028132,-0.029660
684,-0.004106,-0.027487,-0.028980
685,-0.004014,-0.026874,-0.028334
686,-0.003927,-0.026290,-0.027719
687,-0.003844,-0.025735,-0.027134
688,-0.003766,-0.025207,-0.026578
689,-0.003691,-0.024705,-0.026049
690,-0.004549,-0.030293,-0.031988
691,-0.004436,-0.029544,-0.031196
692,-0.004328,-0.028831,-0.030443
693,-0.004226,-0.028154,-0.029726
694,-0.004129,-0.027509,-0.029045
695,-0.004036,-0.026895,-0.028396
696,-0.003948,-0.026312,-0.027780
697,-0.003865,-0.025757,-0.027193
