step,m_k0,m_k1,m_k2
54,-0.013940,-0.017498,-0.013856
55,-0.013426,-0.016853,-0.013345
56,-0.012937,-0.016240,-0.012860
57,-0.012473,-0.015656,-0.012398
58,-0.012030,-0.015102,-0.011958
59,-0.011610,-0.014574,-0.011540
60,-0.016744,-0.021018,-0.016643
61,-0.016117,-0.020231,-0.016020
62,-0.015520,-0.019482,-0.015427
63,-0.014953,-0.018769,-0.014862
64,-0.014413,-0.018091,-0.014326
65,-0.013899,-0.017447,-0.013815
66,-0.013410,-0.016833,-0.013330
67,-0.012945,-0.016250,-0.012868
68,-0.012503,-0.015695,-0.012428
69,-0.012083,-0.015167,-0.012010
70,-0.017194,-0.021582,-0.017090
71,-0.016566,-0.020795,-0.016466
72,-0.015969,-0.020046,-0.015873
73,-0.015402,-0.019333,-0.015309
74,-0.014862,-0.018655,-0.014772
75,-0.014348,-0.018010,-0.014261
76,-0.013859,-0.017397,-0.013776
77,-0.013395,-0.016814,-0.013314
78,-0.012953,-0.016259,-0.012874
79,-0.012532,-0.015731,-0.012456
80,-0.017620,-0.022118,-0.017514
81,-0.016993,-0.021330,-0.016890
82,-0.016396,-0.020581,-0.016297
83,-0.015828,-0.019869,-0.015733
84,-0.015288,-0.019191,-0.015196
85,-0.014775,-0.018546,-0.014685
86,-0.014286,-0.017933,-0.014200
87,-0.013821,-0.017349,-0.013738
88,-0.013379,-0.016794,-0.013298
89,-0.012959,-0.016266,-0.012880
90,-0.018026,-0.022626,-0.017916
91,-0.017398,-0.021839,-0.017293
92,-0.016802,-0.021090,-0.016700
93,-0.016234,-0.020377,-0.016136
94,-0.015694,-0.019700,-0.015599
95,-0.015180,-0.019055,-0.015088
96,-0.014692,-0.018441,-0.014603
97,-0.014227,-0.017858,-0.014141
98,-0.013785,-0.017303,-0.013701
99,-0.013364,-0.016775,-0.013283
100,-0.018409,-0.023111,-0.018301
101,-0.017782,-0.022323,-0.017678
102,-0.017185,-0.021574,-0.017084
103,-0.016617,-0.020861,-0.016520
104,-0.016077,-0.020184,-0.015983
105,-0.015564,-0.019539,-0.015473
106,-0.015075,-0.018925,-0.014987
107,-0.014611,-0.018342,-0.014525
108,-0.014169,-0.017787,-0.014085
109,-0.013748,-0.017259,-0.013667
110,-0.018777,-0.023569,-0.018663
111,-0.018149,-0.022782,-0.018039
112,-0.017553,-0.022033,-0.017446
113,-0.016985,-0.021320,-0.016882
114,-0.016445,-0.020642,-0.016345
115,-0.015931,-0.019997,-0.015835
116,-0.015443,-0.019384,-0.015349
117,-0.014978,-0.018801,-0.014887
118,-0.014536,-0.018246,-0.014448
119,-0.014115,-0.017718,-0.014030
120,-0.019124,-0.024005,-0.019008
121,-0.018497,-0.023218,-0.018385
122,-0.017900,-0.022469,-0.017792
123,-0.017333,-0.021756,-0.017228
124,-0.016792,-0.021078,-0.016691
125,-0.016279,-0.020434,-0.016180
126,-0.015790,-0.019820,-0.015695
127,-0.015325,-0.019237,-0.015233
128,-0.014883,-0.018682,-0.014793
129,-0.014463,-0.018154,-0.014375
130,-0.019453,-0.024421,-0.019339
131,-0.018825,-0.023633,-0.018715
132,-0.018229,-0.022884,-0.018122
133,-0.017661,-0.022171,-0.017557
134,-0.017121,-0.021493,-0.017021
135,-0.016608,-0.020849,-0.016510
136,-0.016119,-0.020235,-0.016024
137,-0.015654,-0.019652,-0.015562
138,-0.015212,-0.019097,-0.015123
139,-0.014792,-0.018569,-0.014705
140,-0.019768,-0.024814,-0.019649
141,-0.019141,-0.024026,-0.019025
142,-0.018544,-0.023277,-0.018432
143,-0.017976,-0.022564,-0.017868
144,-0.017436,-0.021887,-0.017331
145,-0.016923,-0.021242,-0.016820
146,-0.016434,-0.020629,-0.016335
147,-0.015969,-0.020045,-0.015873
148,-0.015527,-0.019490,-0.015433
149,-0.015107,-0.018962,-0.015015
150,-0.019917,-0.025250,-0.020120
151,-0.019297,-0.024459,-0.019488
152,-0.018706,-0.023707,-0.018888
153,-0.018145,-0.022992,-0.018316
154,-0.017611,-0.022312,-0.017772
155,-0.017103,-0.021665,-0.017255
156,-0.016620,-0.021049,-0.016763
157,-0.016160,-0.020464,-0.016295
158,-0.015723,-0.019907,-0.015850
159,-0.015307,-0.019377,-0.015426
160,-0.020348,-0.025544,-0.020237
161,-0.019721,-0.024756,-0.019613
162,-0.019124,-0.024007,-0.019020
163,-0.018556,-0.023295,-0.018456
164,-0.018015,-0.022617,-0.017919
165,-0.017502,-0.021972,-0.017408
166,-0.017013,-0.021359,-0.016922
167,-0.016548,-0.020776,-0.016460
168,-0.016105,-0.020221,-0.016021
169,-0.015685,-0.019693,-0.015603
170,-0.020615,-0.025881,-0.020498
171,-0.019987,-0.025093,-0.019875
172,-0.019390,-0.024344,-0.019282
173,-0.018822,-0.023632,-0.018718
174,-0.018282,-0.022954,-0.018181
175,-0.017769,-0.022310,-0.017671
176,-0.017280,-0.021696,-0.017185
177,-0.016815,-0.021113,-0.016723
178,-0.016373,-0.020558,-0.016284
179,-0.015952,-0.020030,-0.015866
180,-0.020870,-0.026201,-0.020750
181,-0.020242,-0.025414,-0.020126
182,-0.019645,-0.024665,-0.019533
183,-0.019078,-0.023952,-0.018969
184,-0.018538,-0.023274,-0.018433
185,-0.018024,-0.022630,-0.017922
186,-0.017535,-0.022017,-0.017437
187,-0.017070,-0.021433,-0.016975
188,-0.016628,-0.020878,-0.016536
189,-0.016207,-0.020351,-0.016118
190,-0.021105,-0.026509,-0.020999
191,-0.020477,-0.025721,-0.020375
192,-0.019881,-0.024972,-0.019782
193,-0.019314,-0.024260,-0.019218
194,-0.018774,-0.023582,-0.018681
195,-0.018260,-0.022937,-0.018170
196,-0.017772,-0.022324,-0.017684
197,-0.017307,-0.021740,-0.017222
198,-0.016866,-0.021185,-0.016783
199,-0.016445,-0.020657,-0.016364
200,-0.021326,-0.026802,-0.021239
201,-0.020699,-0.026015,-0.020615
202,-0.020103,-0.025265,-0.020021
203,-0.019536,-0.024553,-0.019456
204,-0.018997,-0.023875,-0.018919
205,-0.018484,-0.023230,-0.018408
206,-0.017996,-0.022616,-0.017922
207,-0.017531,-0.022033,-0.017459
208,-0.017090,-0.021477,-0.017019
209,-0.016670,-0.020949,-0.016601
210,-0.021561,-0.027071,-0.021440
211,-0.020934,-0.026284,-0.020817
212,-0.020337,-0.025535,-0.020224
213,-0.019769,-0.024822,-0.019659
214,-0.019229,-0.024144,-0.019123
215,-0.018716,-0.023500,-0.018612
216,-0.018227,-0.022886,-0.018127
217,-0.017762,-0.022303,-0.017665
218,-0.017320,-0.021748,-0.017226
219,-0.016899,-0.021220,-0.016808
220,-0.021759,-0.027337,-0.021659
221,-0.021132,-0.026549,-0.021035
222,-0.020535,-0.025800,-0.020441
223,-0.019968,-0.025087,-0.019877
224,-0.019428,-0.024409,-0.019339
225,-0.018915,-0.023764,-0.018828
226,-0.018427,-0.023151,-0.018342
227,-0.017962,-0.022567,-0.017880
228,-0.017521,-0.022012,-0.017440
229,-0.017100,-0.021484,-0.017022
230,-0.021966,-0.027581,-0.021846
231,-0.021338,-0.026794,-0.021222
232,-0.020741,-0.026045,-0.020629
233,-0.020174,-0.025332,-0.020065
234,-0.019634,-0.024654,-0.019528
235,-0.019120,-0.024010,-0.019018
236,-0.018632,-0.023396,-0.018532
237,-0.018167,-0.022813,-0.018070
238,-0.017725,-0.022258,-0.017631
239,-0.017304,-0.021730,-0.017213
240,-0.022156,-0.027816,-0.022030
241,-0.021528,-0.027029,-0.021407
242,-0.020931,-0.026280,-0.020814
243,-0.020364,-0.025567,-0.020249
244,-0.019824,-0.024889,-0.019713
245,-0.019310,-0.024245,-0.019202
246,-0.018821,-0.023631,-0.018717
247,-0.018356,-0.023048,-0.018255
248,-0.017914,-0.022493,-0.017815
249,-0.017494,-0.021965,-0.017397
250,-0.022332,-0.028041,-0.022209
251,-0.021705,-0.027253,-0.021586
252,-0.021108,-0.026504,-0.020993
253,-0.020541,-0.025792,-0.020428
254,-0.020001,-0.025114,-0.019892
255,-0.019487,-0.024469,-0.019381
256,-0.018998,-0.023856,-0.018895
257,-0.018534,-0.023272,-0.018433
258,-0.018092,-0.022718,-0.017994
259,-0.017671,-0.022190,-0.017576
260,-0.022502,-0.028254,-0.022378
261,-0.021875,-0.027466,-0.021754
262,-0.021278,-0.026717,-0.021161
263,-0.020710,-0.026005,-0.020597
264,-0.020170,-0.025327,-0.020060
265,-0.019657,-0.024682,-0.019549
266,-0.019168,-0.024069,-0.019064
267,-0.018703,-0.023485,-0.018602
268,-0.018261,-0.022930,-0.018162
269,-0.017841,-0.022402,-0.017744
270,-0.022665,-0.028455,-0.022536
271,-0.022038,-0.027668,-0.021912
272,-0.021441,-0.026919,-0.021319
273,-0.020873,-0.026206,-0.020755
274,-0.020333,-0.025528,-0.020218
275,-0.019819,-0.024884,-0.019708
276,-0.019331,-0.024270,-0.019222
277,-0.018866,-0.023687,-0.018760
278,-0.018424,-0.023132,-0.018321
279,-0.018003,-0.022604,-0.017903
280,-0.022818,-0.028647,-0.022688
281,-0.022191,-0.027860,-0.022064
282,-0.021594,-0.027111,-0.021471
283,-0.021026,-0.026398,-0.020907
284,-0.020486,-0.025720,-0.020370
285,-0.019972,-0.025076,-0.019860
286,-0.019484,-0.024462,-0.019374
287,-0.019019,-0.023879,-0.018912
288,-0.018577,-0.023324,-0.018473
289,-0.018156,-0.022796,-0.018055
290,-0.022963,-0.028830,-0.022832
291,-0.022336,-0.028042,-0.022208
292,-0.021739,-0.027293,-0.021615
293,-0.021171,-0.026581,-0.021051
294,-0.020631,-0.025903,-0.020514
295,-0.020118,-0.025258,-0.020004
296,-0.019629,-0.024645,-0.019518
297,-0.019164,-0.024061,-0.019056
298,-0.018722,-0.023506,-0.018617
299,-0.018302,-0.022978,-0.018199
300,-0.022797,-0.029130,-0.023329
301,-0.022184,-0.028337,-0.022689
302,-0.021601,-0.027582,-0.022080
303,-0.021046,-0.026864,-0.021501
304,-0.020518,-0.026181,-0.020950
305,-0.020016,-0.025531,-0.020425
306,-0.019538,-0.024914,-0.019927
307,-0.019084,-0.024326,-0.019452
308,-0.018652,-0.023767,-0.019001
309,-0.018240,-0.023235,-0.018572
310,-0.023232,-0.029169,-0.023122
311,-0.022604,-0.028381,-0.022498
312,-0.022007,-0.027632,-0.021905
313,-0.021439,-0.026920,-0.021340
314,-0.020898,-0.026242,-0.020803
315,-0.020384,-0.025598,-0.020293
316,-0.019895,-0.024985,-0.019807
317,-0.019430,-0.024401,-0.019345
318,-0.018987,-0.023847,-0.018905
319,-0.018566,-0.023319,-0.018487
320,-0.023353,-0.029325,-0.023239
321,-0.022725,-0.028538,-0.022615
322,-0.022128,-0.027789,-0.022022
323,-0.021560,-0.027076,-0.021458
324,-0.021020,-0.026399,-0.020921
325,-0.020506,-0.025754,-0.020410
326,-0.020017,-0.025141,-0.019925
327,-0.019552,-0.024558,-0.019463
328,-0.019109,-0.024003,-0.019023
329,-0.018688,-0.023475,-0.018605
330,-0.023470,-0.029474,-0.023353
331,-0.022842,-0.028686,-0.022730
332,-0.022245,-0.027937,-0.022137
333,-0.021677,-0.027225,-0.021573
334,-0.021137,-0.026547,-0.021036
335,-0.020623,-0.025903,-0.020525
336,-0.020134,-0.025290,-0.020040
337,-0.019669,-0.024706,-0.019578
338,-0.019227,-0.024151,-0.019139
339,-0.018806,-0.023624,-0.018721
340,-0.023582,-0.029615,-0.023463
341,-0.022955,-0.028827,-0.022840
342,-0.022358,-0.028078,-0.022247
343,-0.021790,-0.027366,-0.021683
344,-0.021250,-0.026688,-0.021146
345,-0.020736,-0.026044,-0.020636
346,-0.020247,-0.025431,-0.020150
347,-0.019782,-0.024847,-0.019688
348,-0.019340,-0.024292,-0.019249
349,-0.018919,-0.023765,-0.018831
350,-0.023687,-0.029750,-0.023571
351,-0.023059,-0.028963,-0.022948
352,-0.022462,-0.028214,-0.022355
353,-0.021895,-0.027501,-0.021790
354,-0.021354,-0.026824,-0.021254
355,-0.020841,-0.026179,-0.020743
356,-0.020352,-0.025566,-0.020258
357,-0.019887,-0.024982,-0.019796
358,-0.019445,-0.024427,-0.019356
359,-0.019025,-0.023899,-0.018938
360,-0.023785,-0.029879,-0.023676
361,-0.023157,-0.029092,-0.023052
362,-0.022561,-0.028342,-0.022459
363,-0.021993,-0.027630,-0.021894
364,-0.021453,-0.026952,-0.021357
365,-0.020940,-0.026307,-0.020847
366,-0.020451,-0.025694,-0.020361
367,-0.019987,-0.025111,-0.019899
368,-0.019545,-0.024556,-0.019459
369,-0.019124,-0.024028,-0.019041
370,-0.023885,-0.029999,-0.023767
371,-0.023258,-0.029211,-0.023144
372,-0.022661,-0.028462,-0.022551
373,-0.022093,-0.027750,-0.021986
374,-0.021553,-0.027072,-0.021450
375,-0.021039,-0.026427,-0.020939
376,-0.020551,-0.025814,-0.020453
377,-0.020086,-0.025231,-0.019991
378,-0.019644,-0.024676,-0.019552
379,-0.019223,-0.024148,-0.019134
380,-0.023978,-0.030113,-0.023856
381,-0.023351,-0.029326,-0.023232
382,-0.022754,-0.028577,-0.022639
383,-0.022186,-0.027864,-0.022075
384,-0.021646,-0.027186,-0.021538
385,-0.021133,-0.026542,-0.021028
386,-0.020644,-0.025928,-0.020542
387,-0.020179,-0.025345,-0.020080
388,-0.019737,-0.024790,-0.019641
389,-0.019316,-0.024262,-0.019223
390,-0.024064,-0.030223,-0.023943
391,-0.023437,-0.029435,-0.023320
392,-0.022840,-0.028686,-0.022727
393,-0.022272,-0.027974,-0.022162
394,-0.021732,-0.027296,-0.021626
395,-0.021219,-0.026651,-0.021115
396,-0.020730,-0.026038,-0.020629
397,-0.020265,-0.025454,-0.020167
398,-0.019823,-0.024900,-0.019728
399,-0.019403,-0.024372,-0.019310
400,-0.024149,-0.030326,-0.024023
401,-0.023522,-0.029538,-0.023399
402,-0.022925,-0.028789,-0.022806
403,-0.022357,-0.028077,-0.022242
404,-0.021817,-0.027399,-0.021705
405,-0.021303,-0.026754,-0.021195
406,-0.020814,-0.026141,-0.020709
407,-0.020350,-0.025557,-0.020247
408,-0.019907,-0.025003,-0.019808
409,-0.019487,-0.024475,-0.019390
410,-0.024226,-0.030425,-0.024102
411,-0.023598,-0.029638,-0.023479
412,-0.023002,-0.028888,-0.022886
413,-0.022434,-0.028176,-0.022321
414,-0.021894,-0.027498,-0.021785
415,-0.021380,-0.026853,-0.021274
416,-0.020892,-0.026240,-0.020788
417,-0.020427,-0.025657,-0.020326
418,-0.019985,-0.025102,-0.019887
419,-0.019564,-0.024574,-0.019469
420,-0.024302,-0.030518,-0.024174
421,-0.023675,-0.029730,-0.023551
422,-0.023078,-0.028981,-0.022957
423,-0.022510,-0.028269,-0.022393
424,-0.021970,-0.027591,-0.021857
425,-0.021457,-0.026946,-0.021346
426,-0.020968,-0.026333,-0.020860
427,-0.020503,-0.025750,-0.020399
428,-0.020061,-0.025195,-0.019959
429,-0.019641,-0.024667,-0.019541
430,-0.024374,-0.030607,-0.024244
431,-0.023746,-0.029819,-0.023620
432,-0.023149,-0.029070,-0.023027
433,-0.022582,-0.028358,-0.022463
434,-0.022042,-0.027680,-0.021926
435,-0.021528,-0.027035,-0.021416
436,-0.021039,-0.026422,-0.020930
437,-0.020574,-0.025839,-0.020468
438,-0.020132,-0.025284,-0.020029
439,-0.019712,-0.024756,-0.019611
440,-0.024432,-0.030695,-0.024321
441,-0.023805,-0.029907,-0.023697
442,-0.023208,-0.029158,-0.023103
443,-0.022641,-0.028445,-0.022538
444,-0.022101,-0.027767,-0.022001
445,-0.021588,-0.027123,-0.021490
446,-0.021100,-0.026509,-0.021004
447,-0.020635,-0.025926,-0.020542
448,-0.020194,-0.025371,-0.020102
449,-0.019773,-0.024843,-0.019684
450,-0.024505,-0.030772,-0.024374
451,-0.023878,-0.029984,-0.023751
452,-0.023281,-0.029235,-0.023158
453,-0.022713,-0.028522,-0.022593
454,-0.022173,-0.027845,-0.022057
455,-0.021660,-0.027200,-0.021546
456,-0.021171,-0.026587,-0.021061
457,-0.020706,-0.026003,-0.020599
458,-0.020264,-0.025448,-0.020159
459,-0.019844,-0.024920,-0.019741
460,-0.024567,-0.030848,-0.024434
461,-0.023939,-0.030060,-0.023811
462,-0.023342,-0.029311,-0.023218
463,-0.022775,-0.028599,-0.022653
464,-0.022235,-0.027921,-0.022117
465,-0.021721,-0.027276,-0.021606
466,-0.021232,-0.026663,-0.021120
467,-0.020768,-0.026079,-0.020659
468,-0.020325,-0.025524,-0.020219
469,-0.019905,-0.024997,-0.019801
470,-0.024625,-0.030920,-0.024491
471,-0.023997,-0.030133,-0.023868
472,-0.023401,-0.029383,-0.023274
473,-0.022833,-0.028671,-0.022710
474,-0.022293,-0.027993,-0.022173
475,-0.021779,-0.027348,-0.021663
476,-0.021290,-0.026735,-0.021177
477,-0.020826,-0.026152,-0.020715
478,-0.020384,-0.025597,-0.020276
479,-0.019963,-0.025069,-0.019858
480,-0.024680,-0.030989,-0.024545
481,-0.024053,-0.030201,-0.023922
482,-0.023456,-0.029452,-0.023328
483,-0.022888,-0.028740,-0.022764
484,-0.022348,-0.028062,-0.022228
485,-0.021834,-0.027417,-0.021717
486,-0.021346,-0.026804,-0.021231
487,-0.020881,-0.026220,-0.020769
488,-0.020439,-0.025665,-0.020330
489,-0.020018,-0.025138,-0.019912
490,-0.024732,-0.031054,-0.024597
491,-0.024105,-0.030267,-0.023973
492,-0.023508,-0.029517,-0.023380
493,-0.022940,-0.028805,-0.022816
494,-0.022400,-0.028127,-0.022279
495,-0.021887,-0.027482,-0.021768
496,-0.021398,-0.026869,-0.021283
497,-0.020933,-0.026286,-0.020821
498,-0.020491,-0.025731,-0.020381
499,-0.020071,-0.025203,-0.019963
500,-0.024782,-0.031116,-0.024645
501,-0.024155,-0.030329,-0.024022
502,-0.023558,-0.029579,-0.023429
503,-0.022990,-0.028867,-0.022864
504,-0.022450,-0.028189,-0.022328
505,-0.021937,-0.027544,-0.021817
506,-0.021448,-0.026931,-0.021331
507,-0.020983,-0.026348,-0.020870
508,-0.020541,-0.025793,-0.020430
509,-0.020120,-0.025265,-0.020012
510,-0.024822,-0.031178,-0.024700
511,-0.024195,-0.030390,-0.024076
512,-0.023598,-0.029641,-0.023483
513,-0.023031,-0.028929,-0.022918
514,-0.022491,-0.028251,-0.022381
515,-0.021978,-0.027606,-0.021870
516,-0.021490,-0.026992,-0.021384
517,-0.021025,-0.026409,-0.020922
518,-0.020583,-0.025854,-0.020482
519,-0.020163,-0.025326,-0.020064
520,-0.024874,-0.031231,-0.024736
521,-0.024247,-0.030444,-0.024113
522,-0.023650,-0.029694,-0.023520
523,-0.023082,-0.028982,-0.022955
524,-0.022542,-0.028304,-0.022419
525,-0.022029,-0.027659,-0.021908
526,-0.021540,-0.027046,-0.021422
527,-0.021075,-0.026463,-0.020960
528,-0.020633,-0.025908,-0.020521
529,-0.020213,-0.025380,-0.020103
530,-0.024915,-0.031285,-0.024780
531,-0.024288,-0.030497,-0.024156
532,-0.023691,-0.029748,-0.023563
533,-0.023124,-0.029036,-0.022999
534,-0.022584,-0.028358,-0.022462
535,-0.022070,-0.027713,-0.021951
536,-0.021581,-0.027100,-0.021466
537,-0.021117,-0.026516,-0.021004
538,-0.020675,-0.025961,-0.020564
539,-0.020254,-0.025433,-0.020146
540,-0.024957,-0.031335,-0.024817
541,-0.024330,-0.030547,-0.024193
542,-0.023733,-0.029798,-0.023600
543,-0.023165,-0.029085,-0.023036
544,-0.022625,-0.028408,-0.022499
545,-0.022112,-0.027763,-0.021989
546,-0.021623,-0.027150,-0.021503
547,-0.021158,-0.026566,-0.021041
548,-0.020716,-0.026011,-0.020602
549,-0.020296,-0.025483,-0.020184
550,-0.024996,-0.031382,-0.024855
551,-0.024368,-0.030595,-0.024231
552,-0.023772,-0.029846,-0.023638
553,-0.023204,-0.029133,-0.023074
554,-0.022664,-0.028456,-0.022537
555,-0.022150,-0.027811,-0.022026
556,-0.021662,-0.027198,-0.021541
557,-0.021197,-0.026614,-0.021079
558,-0.020755,-0.026059,-0.020640
559,-0.020334,-0.025531,-0.020222
560,-0.025032,-0.031428,-0.024890
561,-0.024405,-0.030641,-0.024267
562,-0.023808,-0.029891,-0.023673
563,-0.023241,-0.029179,-0.023109
564,-0.022700,-0.028501,-0.022573
565,-0.022187,-0.027856,-0.022062
566,-0.021698,-0.027243,-0.021576
567,-0.021233,-0.026660,-0.021115
568,-0.020791,-0.026105,-0.020675
569,-0.020371,-0.025577,-0.020257
570,-0.025065,-0.031472,-0.024926
571,-0.024438,-0.030685,-0.024302
572,-0.023841,-0.029935,-0.023709
573,-0.023274,-0.029223,-0.023145
574,-0.022734,-0.028545,-0.022608
575,-0.022220,-0.027900,-0.022098
576,-0.021732,-0.027287,-0.021612
577,-0.021267,-0.026704,-0.021150
578,-0.020825,-0.026149,-0.020711
579,-0.020404,-0.025621,-0.020293
580,-0.025100,-0.031512,-0.024956
581,-0.024473,-0.030725,-0.024333
582,-0.023876,-0.029976,-0.023739
583,-0.023308,-0.029263,-0.023175
584,-0.022768,-0.028586,-0.022639
585,-0.022254,-0.027941,-0.022128
586,-0.021766,-0.027327,-0.021643
587,-0.021301,-0.026744,-0.021181
588,-0.020859,-0.026189,-0.020741
589,-0.020438,-0.025661,-0.020323
590,-0.025131,-0.031551,-0.024987
591,-0.024504,-0.030764,-0.024363
592,-0.023907,-0.030015,-0.023770
593,-0.023339,-0.029302,-0.023206
594,-0.022799,-0.028625,-0.022669
595,-0.022286,-0.027980,-0.022159
596,-0.021797,-0.027366,-0.021673
597,-0.021332,-0.026783,-0.021211
598,-0.020890,-0.026228,-0.020772
599,-0.020470,-0.025700,-0.020354
600,-0.024759,-0.031757,-0.025495
601,-0.024151,-0.030962,-0.024849
602,-0.023572,-0.030205,-0.024235
603,-0.023021,-0.029486,-0.023651
604,-0.022497,-0.028801,-0.023095
605,-0.021998,-0.028150,-0.022566
606,-0.021524,-0.027531,-0.022063
607,-0.021073,-0.026941,-0.021585
608,-0.020644,-0.026381,-0.021130
609,-0.020236,-0.025848,-0.020697
610,-0.025186,-0.031625,-0.025070
611,-0.024558,-0.030838,-0.024446
612,-0.023960,-0.030089,-0.023853
613,-0.023392,-0.029377,-0.023289
614,-0.022851,-0.028700,-0.022752
615,-0.022337,-0.028055,-0.022241
616,-0.021848,-0.027442,-0.021755
617,-0.021383,-0.026859,-0.021293
618,-0.020940,-0.026304,-0.020854
619,-0.020519,-0.025776,-0.020436
620,-0.025204,-0.031659,-0.025082
621,-0.024577,-0.030872,-0.024459
622,-0.023980,-0.030123,-0.023867
623,-0.023412,-0.029411,-0.023303
624,-0.022872,-0.028733,-0.022766
625,-0.022358,-0.028088,-0.022256
626,-0.021869,-0.027475,-0.021771
627,-0.021404,-0.026892,-0.021309
628,-0.020962,-0.026337,-0.020870
629,-0.020541,-0.025810,-0.020452
630,-0.025229,-0.031691,-0.025105
631,-0.024601,-0.030904,-0.024482
632,-0.024005,-0.030155,-0.023889
633,-0.023437,-0.029442,-0.023326
634,-0.022897,-0.028765,-0.022789
635,-0.022383,-0.028120,-0.022279
636,-0.021894,-0.027507,-0.021794
637,-0.021429,-0.026924,-0.021332
638,-0.020987,-0.026369,-0.020893
639,-0.020567,-0.025841,-0.020475
640,-0.025243,-0.031726,-0.025140
641,-0.024616,-0.030938,-0.024516
642,-0.024020,-0.030189,-0.023923
643,-0.023452,-0.029476,-0.023359
644,-0.022913,-0.028799,-0.022822
645,-0.022399,-0.028154,-0.022311
646,-0.021911,-0.027541,-0.021826
647,-0.021446,-0.026957,-0.021364
648,-0.021005,-0.026402,-0.020924
649,-0.020584,-0.025874,-0.020506
650,-0.025277,-0.031749,-0.025149
651,-0.024649,-0.030962,-0.024526
652,-0.024053,-0.030213,-0.023934
653,-0.023485,-0.029501,-0.023370
654,-0.022945,-0.028823,-0.022833
655,-0.022431,-0.028179,-0.022323
656,-0.021942,-0.027565,-0.021838
657,-0.021477,-0.026982,-0.021376
658,-0.021035,-0.026427,-0.020937
659,-0.020615,-0.025900,-0.020520
660,-0.025299,-0.031776,-0.025171
661,-0.024671,-0.030989,-0.024548
662,-0.024074,-0.030240,-0.023955
663,-0.023507,-0.029528,-0.023391
664,-0.022967,-0.028850,-0.022855
665,-0.022453,-0.028206,-0.022345
666,-0.021964,-0.027592,-0.021859
667,-0.021499,-0.027009,-0.021398
668,-0.021057,-0.026454,-0.020959
669,-0.020637,-0.025927,-0.020541
670,-0.025314,-0.031804,-0.025198
671,-0.024687,-0.031017,-0.024574
672,-0.024091,-0.030268,-0.023981
673,-0.023523,-0.029555,-0.023417
674,-0.022983,-0.028877,-0.022880
675,-0.022470,-0.028233,-0.022370
676,-0.021981,-0.027619,-0.021884
677,-0.021517,-0.027036,-0.021422
678,-0.021075,-0.026481,-0.020983
679,-0.020655,-0.025953,-0.020565
680,-0.025335,-0.031828,-0.025217
681,-0.024708,-0.031041,-0.024593
682,-0.024111,-0.030292,-0.024000
683,-0.023544,-0.029579,-0.023436
684,-0.023004,-0.028902,-0.022899
685,-0.022490,-0.028257,-0.022389
686,-0.022002,-0.027644,-0.021903
687,-0.021537,-0.027060,-0.021441
688,-0.021095,-0.026506,-0.021002
689,-0.020675,-0.025978,-0.020584
690,-0.025359,-0.031849,-0.025232
691,-0.024732,-0.031062,-0.024608
692,-0.024135,-0.030313,-0.024015
693,-0.023567,-0.029601,-0.023451
694,-0.023027,-0.028923,-0.022915
695,-0.022513,-0.028279,-0.022404
696,-0.022025,-0.027665,-0.021919
697,-0.021560,-0.027082,-0.021457
