gen,best_in_gen,best_so_far,mean_fitness,elapsed_sec
0,0.015732,0.015732,0.036040,37.5
1,0.015526,0.015526,0.025644,67.5
2,0.015476,0.015476,0.019889,96.8
3,0.014166,0.014166,0.019727,126.2
4,0.013312,0.013312,0.019777,155.5
5,0.014949,0.013312,0.018900,184.8
6,0.014421,0.013312,0.019091,214.2
7,0.015584,0.013312,0.018581,243.5
8,0.015723,0.013312,0.018986,272.8
9,0.014907,0.013312,0.018711,302.2
10,0.016095,0.013312,0.019117,331.5
11,0.015193,0.013312,0.018743,360.8
12,0.014185,0.013312,0.018972,390.1
13,0.015945,0.013312,0.018607,419.5
14,0.015726,0.013312,0.019283,448.8
15,0.015358,0.013312,0.019035,478.1
16,0.015121,0.013312,0.019128,507.4
17,0.014754,0.013312,0.019109,536.8
18,0.014156,0.013312,0.018660,566.1
19,0.014905,0.013312,0.019145,595.4
20,0.014804,0.013312,0.018688,624.7
21,0.014218,0.013312,0.019122,654.0
22,0.015023,0.013312,0.018994,683.4
23,0.015320,0.013312,0.019059,712.7
24,0.015230,0.013312,0.018894,742.0
25,0.014968,0.013312,0.018870,771.3
26,0.014452,0.013312,0.018423,800.7
27,0.014802,0.013312,0.018709,830.0
28,0.014719,0.013312,0.018457,859.3
29,0.014787,0.013312,0.018754,888.7
30,0.014579,0.013312,0.018729,918.0
31,0.015092,0.013312,0.018843,947.3
32,0.015098,0.013312,0.018669,976.6
33,0.014408,0.013312,0.018995,1006.0
34,0.015766,0.013312,0.019270,1035.3
35,0.015396,0.013312,0.019431,1064.6
36,0.015425,0.013312,0.018617,1093.9
37,0.014090,0.013312,0.018490,1123.3
38,0.015624,0.013312,0.018673,1152.6
39,0.016002,0.013312,0.018821,1181.9
40,0.015058,0.013312,0.018694,1211.2
41,0.014863,0.013312,0.019654,1240.6
42,0.015676,0.013312,0.019387,1269.9
43,0.013813,0.013312,0.019003,1299.2
44,0.014317,0.013312,0.018490,1328.6
45,0.015415,0.013312,0.019022,1357.9
46,0.015418,0.013312,0.019141,1387.2
47,0.013794,0.013312,0.019145,1416.5
48,0.015210,0.013312,0.018893,1445.9
49,0.015242,0.013312,0.018761,1475.2
50,0.014943,0.013312,0.018788,1504.5
51,0.013921,0.013312,0.019104,1533.8
52,0.015342,0.013312,0.018861,1563.2
53,0.015083,0.013312,0.019189,1592.5
54,0.015780,0.013312,0.018899,1621.8
55,0.015270,0.013312,0.018895,1651.1
56,0.013879,0.013312,0.019247,1680.5
57,0.015833,0.013312,0.018875,1709.8
58,0.015210,0.013312,0.019064,1739.1
59,0.015294,0.013312,0.019072,1768.4
60,0.014945,0.013312,0.019129,1797.8
61,0.013737,0.013312,0.018849,1827.1
62,0.014484,0.013312,0.019441,1856.4
63,0.015503,0.013312,0.018739,1885.8
64,0.014559,0.013312,0.018858,1915.1
65,0.015000,0.013312,0.019206,1944.4
66,0.014800,0.013312,0.018818,1973.7
67,0.014189,0.013312,0.018779,2003.1
68,0.016191,0.013312,0.019452,2032.4
69,0.013755,0.013312,0.018881,2061.7
70,0.012640,0.012640,0.018481,2091.0
71,0.015907,0.012640,0.018519,2120.4
72,0.014159,0.012640,0.018777,2149.7
73,0.015629,0.012640,0.019431,2179.0
74,0.015999,0.012640,0.018746,2208.3
75,0.015354,0.012640,0.018860,2237.6
76,0.014404,0.012640,0.018847,2267.0
77,0.015862,0.012640,0.018619,2296.3
78,0.014652,0.012640,0.018627,2325.6
79,0.015151,0.012640,0.018197,2354.9
80,0.014659,0.012640,0.019386,2384.3
81,0.015071,0.012640,0.019142,2413.6
82,0.015087,0.012640,0.018802,2443.0
83,0.015259,0.012640,0.019079,2472.3
84,0.015338,0.012640,0.018764,2501.6
85,0.014908,0.012640,0.018775,2530.9
86,0.014671,0.012640,0.018999,2560.2
87,0.015280,0.012640,0.018886,2589.6
88,0.015006,0.012640,0.018877,2618.9
