gen,best_in_gen,best_so_far,mean_fitness,elapsed_sec
219,0.019751,0.015930,0.023586,6462.2
220,0.018739,0.015930,0.023361,6491.5
221,0.017937,0.015930,0.023248,6520.9
222,0.019333,0.015930,0.023542,6550.2
223,0.018971,0.015930,0.023884,6579.5
224,0.019062,0.015930,0.023578,6608.9
225,0.019503,0.015930,0.023461,6638.2
226,0.018079,0.015930,0.023726,6667.5
227,0.017577,0.015930,0.023612,6696.9
228,0.019155,0.015930,0.023982,6726.2
229,0.017655,0.015930,0.023355,6755.5
230,0.018797,0.015930,0.023897,6784.9
231,0.019210,0.015930,0.024365,6814.2
232,0.019250,0.015930,0.023652,6843.6
233,0.018850,0.015930,0.023628,6872.9
234,0.019380,0.015930,0.023314,6902.2
235,0.019351,0.015930,0.023160,6931.6
236,0.019470,0.015930,0.023757,6960.9
237,0.018538,0.015930,0.023537,6990.2
238,0.019449,0.015930,0.023735,7019.6
239,0.016493,0.015930,0.023449,7048.9
240,0.018050,0.015930,0.023818,7078.2
241,0.017884,0.015930,0.022992,7107.6
242,0.020034,0.015930,0.023910,7136.9
243,0.019413,0.015930,0.023730,7166.2
244,0.017842,0.015930,0.023479,7195.6
245,0.019299,0.015930,0.023470,7224.9
246,0.019365,0.015930,0.023245,7254.2
247,0.017867,0.015930,0.023194,7283.6
248,0.020315,0.015930,0.023361,7312.9
249,0.018666,0.015930,0.023811,7342.3
250,0.020772,0.015930,0.023436,7371.6
251,0.019179,0.015930,0.023737,7400.9
252,0.019639,0.015930,0.023681,7430.3
253,0.019202,0.015930,0.023509,7459.6
254,0.017201,0.015930,0.023650,7488.9
255,0.018732,0.015930,0.023134,7518.3
256,0.019122,0.015930,0.023464,7547.6
257,0.018563,0.015930,0.023589,7576.9
258,0.019547,0.015930,0.023526,7606.3
259,0.017900,0.015930,0.023659,7635.6
260,0.017919,0.015930,0.023515,7664.9
261,0.017512,0.015930,0.023221,7694.3
262,0.020048,0.015930,0.023761,7723.6
263,0.019025,0.015930,0.023433,7752.9
264,0.019755,0.015930,0.023390,7782.3
265,0.020142,0.015930,0.023497,7811.6
266,0.019667,0.015930,0.023498,7840.9
267,0.018944,0.015930,0.023825,7870.3
268,0.018849,0.015930,0.023611,7899.6
269,0.016928,0.015930,0.023305,7929.0
270,0.019732,0.015930,0.023449,7958.3
271,0.019235,0.015930,0.023531,7987.6
272,0.018501,0.015930,0.023514,8017.0
273,0.020164,0.015930,0.023756,8046.3
274,0.018097,0.015930,0.023572,8075.6
275,0.018784,0.015930,0.023735,8105.0
276,0.018688,0.015930,0.023461,8134.3
277,0.018411,0.015930,0.023912,8163.6
278,0.018262,0.015930,0.023999,8193.0
279,0.019358,0.015930,0.023843,8222.3
280,0.018940,0.015930,0.023159,8251.6
281,0.018989,0.015930,0.023477,8281.0
282,0.018195,0.015930,0.023720,8310.3
283,0.019448,0.015930,0.023728,8339.6
284,0.019685,0.015930,0.023441,8369.0
285,0.018270,0.015930,0.023371,8398.3
286,0.019804,0.015930,0.023161,8427.7
287,0.016906,0.015930,0.023277,8457.0
288,0.019234,0.015930,0.023472,8486.3
289,0.019041,0.015930,0.023990,8515.7
290,0.017548,0.015930,0.023422,8545.0
291,0.018919,0.015930,0.023336,8574.3
292,0.019710,0.015930,0.023299,8603.6
293,0.019767,0.015930,0.023832,8633.0
294,0.017373,0.015930,0.023394,8662.3
295,0.019131,0.015930,0.023017,8691.6
296,0.020374,0.015930,0.023562,8721.0
297,0.017828,0.015930,0.023434,8750.3
298,0.020420,0.015930,0.023971,8779.6
299,0.017904,0.015930,0.023873,8809.0
