gen,best_in_gen,best_so_far,mean_fitness,elapsed_sec
0,0.020753,0.020753,0.022900,71.7
1,0.020607,0.020607,0.022653,132.5
2,0.020723,0.020607,0.024298,201.4
3,0.020907,0.020607,0.024341,267.7
4,0.020616,0.020607,0.022485,333.5
5,0.020830,0.020607,0.027293,400.7
6,0.021362,0.020607,0.023357,466.7
7,0.020794,0.020607,0.025446,533.6
8,0.020835,0.020607,0.024704,600.2
9,0.020407,0.020407,0.023159,666.7
10,0.020249,0.020249,0.025475,733.4
11,0.020610,0.020249,0.022555,799.5
12,0.020842,0.020249,0.023699,866.4
13,0.020573,0.020249,0.023524,932.8
14,0.020459,0.020249,0.023209,998.9
15,0.020681,0.020249,0.024427,1065.2
16,0.020912,0.020249,0.025859,1128.1
17,0.020789,0.020249,0.022624,1189.9
18,0.021181,0.020249,0.023606,1252.6
19,0.020994,0.020249,0.022528,1314.7
20,0.020762,0.020249,0.022555,1376.9
21,0.020873,0.020249,0.022981,1439.2
22,0.020568,0.020249,0.022736,1501.7
23,0.020711,0.020249,0.022675,1564.0
24,0.020427,0.020249,0.022540,1625.9
25,0.020893,0.020249,0.022853,1688.2
26,0.020207,0.020207,0.024745,1751.0
27,0.020875,0.020207,0.023732,1813.1
28,0.021061,0.020207,0.023820,1875.1
29,0.020500,0.020207,0.022948,1936.8
30,0.020822,0.020207,0.023277,1998.6
31,0.020756,0.020207,0.022459,2059.9
32,0.020532,0.020207,0.023646,2121.6
33,0.020675,0.020207,0.022574,2182.8
34,0.020893,0.020207,0.023160,2244.5
35,0.020782,0.020207,0.023050,2305.8
36,0.020679,0.020207,0.023863,2367.1
37,0.020525,0.020207,0.023428,2428.3
38,0.020979,0.020207,0.024057,2490.5
39,0.020875,0.020207,0.023469,2552.6
40,0.021163,0.020207,0.022994,2614.9
41,0.020602,0.020207,0.022416,2684.7
42,0.020662,0.020207,0.022629,2751.8
43,0.021052,0.020207,0.024676,2818.4
44,0.020850,0.020207,0.023467,2881.8
45,0.020282,0.020207,0.022507,2948.3
46,0.020485,0.020207,0.022546,3016.1
47,0.020519,0.020207,0.023574,3080.7
48,0.020782,0.020207,0.022998,3145.5
49,0.020568,0.020207,0.023498,3210.8
50,0.020843,0.020207,0.024131,3279.7
51,0.020561,0.020207,0.023508,3348.0
52,0.020705,0.020207,0.022499,3414.0
53,0.020751,0.020207,0.025424,3481.1
54,0.020409,0.020207,0.022477,3547.1
55,0.020820,0.020207,0.023237,3613.5
56,0.020933,0.020207,0.024291,3680.2
57,0.019854,0.019854,0.022567,3746.4
58,0.020921,0.019854,0.023030,3812.6
59,0.020735,0.019854,0.023047,3879.0
60,0.020016,0.019854,0.022563,3945.2
61,0.020246,0.019854,0.022461,4011.2
62,0.020596,0.019854,0.022525,4077.4
63,0.020769,0.019854,0.022401,4143.4
64,0.020780,0.019854,0.023018,4209.7
65,0.020497,0.019854,0.022457,4275.9
66,0.020272,0.019854,0.023766,4342.5
67,0.020684,0.019854,0.023053,4408.9
68,0.021085,0.019854,0.022805,4474.9
69,0.020697,0.019854,0.022964,4541.1
70,0.021180,0.019854,0.023680,4607.6
71,0.020453,0.019854,0.022681,4674.1
72,0.020763,0.019854,0.024175,4740.8
73,0.020523,0.019854,0.025407,4807.8
74,0.020549,0.019854,0.022728,4874.0
75,0.020237,0.019854,0.022445,4940.1
76,0.020697,0.019854,0.022430,5006.1
77,0.020009,0.019854,0.022910,5072.5
78,0.020623,0.019854,0.023524,5138.9
79,0.020889,0.019854,0.023218,5205.4
80,0.020548,0.019854,0.022736,5271.8
81,0.020609,0.019854,0.023758,5338.8
82,0.020154,0.019854,0.024558,5406.1
83,0.020914,0.019854,0.022677,5472.8
84,0.020314,0.019854,0.022629,5539.1
85,0.020882,0.019854,0.022609,5605.6
86,0.020530,0.019854,0.022495,5672.0
87,0.020666,0.019854,0.023062,5738.5
88,0.020663,0.019854,0.023492,5805.3
89,0.020973,0.019854,0.024908,5872.2
90,0.020499,0.019854,0.024116,5938.6
91,0.020905,0.019854,0.022826,6004.6
92,0.020902,0.019854,0.022779,6070.5
93,0.021130,0.019854,0.022455,6136.4
94,0.020229,0.019854,0.022610,6202.8
95,0.020443,0.019854,0.022502,6269.0
96,0.020993,0.019854,0.023080,6335.3
97,0.020415,0.019854,0.022472,6401.2
98,0.021127,0.019854,0.022411,6467.2
99,0.020496,0.019854,0.022448,6533.4
100,0.020274,0.019854,0.022958,6600.0
101,0.020462,0.019854,0.022945,6666.5
102,0.020516,0.019854,0.022399,6732.7
103,0.020698,0.019854,0.022800,6799.2
104,0.020600,0.019854,0.022287,6865.5
105,0.021051,0.019854,0.023060,6932.2
106,0.020357,0.019854,0.022742,6998.7
107,0.020339,0.019854,0.023336,7065.3
108,0.020294,0.019854,0.022295,7131.5
109,0.021054,0.019854,0.022733,7197.7
110,0.020155,0.019854,0.022392,7263.8
111,0.020216,0.019854,0.022377,7329.8
112,0.020014,0.019854,0.022411,7395.9
