gen,best_in_gen,best_so_far,mean_fitness,elapsed_sec
131,0.022157,0.019866,0.024491,8861.4
132,0.021255,0.019866,0.024505,8929.9
133,0.022066,0.019866,0.024668,8998.5
134,0.022457,0.019866,0.024707,9067.2
135,0.022911,0.019866,0.024665,9135.9
136,0.022112,0.019866,0.024426,9204.7
137,0.021737,0.019866,0.024573,9273.5
138,0.022025,0.019866,0.024437,9342.4
139,0.022095,0.019866,0.024382,9411.3
140,0.021349,0.019866,0.024780,9480.3
141,0.022360,0.019866,0.024748,9549.4
142,0.021488,0.019866,0.024655,9618.5
143,0.022340,0.019866,0.024498,9687.8
144,0.022640,0.019866,0.024442,9757.1
145,0.021786,0.019866,0.024398,9826.4
146,0.022300,0.019866,0.024522,9895.8
147,0.021924,0.019866,0.024475,9965.0
148,0.021992,0.019866,0.024571,10034.1
149,0.020970,0.019866,0.024471,10103.1
150,0.021562,0.019866,0.024257,10172.1
151,0.022484,0.019866,0.024658,10241.1
152,0.021812,0.019866,0.024327,10309.9
153,0.022389,0.019866,0.024491,10378.9
154,0.021055,0.019866,0.024353,10447.8
155,0.021914,0.019866,0.024486,10516.8
156,0.021541,0.019866,0.024224,10585.6
157,0.022804,0.019866,0.024572,10654.4
158,0.021758,0.019866,0.024433,10723.3
159,0.022287,0.019866,0.024511,10791.9
160,0.022133,0.019866,0.024433,10860.7
161,0.020850,0.019866,0.024307,10929.5
162,0.021442,0.019866,0.024439,10998.3
163,0.022449,0.019866,0.024711,11067.2
164,0.021488,0.019866,0.024304,11136.2
165,0.022825,0.019866,0.024622,11205.3
166,0.021562,0.019866,0.024204,11274.3
167,0.022664,0.019866,0.024419,11343.3
168,0.022226,0.019866,0.024385,11412.3
169,0.022486,0.019866,0.024479,11481.3
170,0.021632,0.019866,0.024382,11550.1
171,0.021897,0.019866,0.024605,11619.1
172,0.022025,0.019866,0.024363,11687.9
173,0.020988,0.019866,0.024288,11756.7
174,0.022469,0.019866,0.024305,11825.4
175,0.022802,0.019866,0.024787,11894.1
176,0.022594,0.019866,0.024651,11962.7
177,0.021690,0.019866,0.024424,12031.3
178,0.021540,0.019866,0.024631,12099.9
179,0.021818,0.019866,0.024446,12168.6
180,0.021791,0.019866,0.024274,12237.3
181,0.022190,0.019866,0.024415,12306.0
182,0.021803,0.019866,0.024521,12374.7
183,0.021987,0.019866,0.024552,12443.4
184,0.022568,0.019866,0.024556,12512.2
185,0.021709,0.019866,0.024551,12581.0
186,0.021670,0.019866,0.024432,12649.7
187,0.021863,0.019866,0.024505,12718.4
188,0.022200,0.019866,0.024559,12787.0
189,0.019810,0.019810,0.024385,12855.6
190,0.021581,0.019810,0.024251,12924.2
191,0.022285,0.019810,0.024515,12992.8
192,0.022477,0.019810,0.024422,13061.3
193,0.022629,0.019810,0.024265,13129.9
194,0.021978,0.019810,0.024771,13198.5
195,0.022263,0.019810,0.024633,13267.0
196,0.022290,0.019810,0.024733,13335.3
197,0.021517,0.019810,0.024471,13403.7
198,0.022015,0.019810,0.024626,13472.2
199,0.022488,0.019810,0.024583,13540.7
200,0.022551,0.019810,0.024294,13609.1
201,0.022789,0.019810,0.024559,13677.5
202,0.021364,0.019810,0.024621,13745.9
203,0.021712,0.019810,0.024347,13814.2
204,0.022271,0.019810,0.024303,13882.7
205,0.022743,0.019810,0.024546,13951.0
206,0.021548,0.019810,0.024551,14019.4
207,0.021805,0.019810,0.024623,14087.8
208,0.022880,0.019810,0.024439,14156.3
209,0.019962,0.019810,0.024334,14225.0
210,0.021426,0.019810,0.024350,14293.6
211,0.022790,0.019810,0.024728,14362.4
212,0.021602,0.019810,0.024450,14431.0
213,0.021531,0.019810,0.024454,14499.6
214,0.022047,0.019810,0.024511,14568.3
215,0.022669,0.019810,0.024443,14636.9
216,0.021446,0.019810,0.024262,14705.5
217,0.022296,0.019810,0.024501,14774.1
218,0.022087,0.019810,0.024383,14842.6
219,0.022152,0.019810,0.024459,14911.1
220,0.022210,0.019810,0.024391,14979.6
221,0.021901,0.019810,0.024522,15047.9
222,0.020933,0.019810,0.024312,15116.3
223,0.022212,0.019810,0.024453,15184.6
224,0.021661,0.019810,0.024482,15253.1
225,0.022000,0.019810,0.024403,15321.5
226,0.021420,0.019810,0.024363,15389.9
227,0.022435,0.019810,0.024425,15458.4
228,0.021335,0.019810,0.024562,15526.9
229,0.022100,0.019810,0.024433,15595.4
230,0.022223,0.019810,0.024605,15663.8
231,0.022059,0.019810,0.024179,15732.2
232,0.021551,0.019810,0.024346,15800.7
233,0.022644,0.019810,0.024538,15869.1
234,0.021713,0.019810,0.024376,15937.5
235,0.022327,0.019810,0.024522,16006.0
236,0.022005,0.019810,0.024410,16074.4
237,0.022762,0.019810,0.024464,16142.9
238,0.021334,0.019810,0.024515,16211.4
239,0.021274,0.019810,0.024390,16279.8
240,0.021708,0.019810,0.024412,16348.2
241,0.022993,0.019810,0.024546,16416.6
242,0.022490,0.019810,0.024512,16485.0
243,0.022068,0.019810,0.024529,16553.4
244,0.021524,0.019810,0.024699,16621.9
245,0.021950,0.019810,0.024455,16690.4
246,0.021737,0.019810,0.024571,16758.9
247,0.022164,0.019810,0.024578,16827.4
248,0.022458,0.019810,0.024523,16895.9
249,0.022101,0.019810,0.024777,16964.4
250,0.021030,0.019810,0.024350,17032.9
251,0.022112,0.019810,0.024670,17101.4
252,0.021192,0.019810,0.024414,17170.0
253,0.022258,0.019810,0.024418,17238.5
254,0.022502,0.019810,0.024584,17307.2
255,0.021750,0.019810,0.024469,17375.8
256,0.022156,0.019810,0.024561,17444.3
257,0.021323,0.019810,0.024319,17512.9
258,0.021982,0.019810,0.024288,17581.4
259,0.022607,0.019810,0.024463,17650.1
260,0.021036,0.019810,0.024403,17718.6
261,0.022265,0.019810,0.024513,17787.0
262,0.022279,0.019810,0.024221,17855.3
263,0.022168,0.019810,0.024550,17923.4
264,0.021685,0.019810,0.024283,17988.1
265,0.022267,0.019810,0.024361,18052.9
266,0.022708,0.019810,0.024297,18119.1
267,0.021786,0.019810,0.024346,18186.9
268,0.022438,0.019810,0.024557,18259.5
269,0.020915,0.019810,0.024562,18328.3
270,0.021510,0.019810,0.024193,18404.3
271,0.021689,0.019810,0.024532,18474.0
272,0.022690,0.019810,0.024495,18539.8
273,0.021757,0.019810,0.024413,18610.1
274,0.022491,0.019810,0.024657,18680.2
275,0.021360,0.019810,0.024563,18749.9
276,0.022524,0.019810,0.024466,18816.8
277,0.021712,0.019810,0.024378,18882.8
278,0.022153,0.019810,0.024131,18955.0
279,0.022593,0.019810,0.024502,19024.0
280,0.021824,0.019810,0.024316,19090.2
281,0.021340,0.019810,0.024568,19156.8
282,0.021893,0.019810,0.024595,19228.7
283,0.021811,0.019810,0.024333,19295.5
284,0.022419,0.019810,0.024561,19362.8
285,0.021714,0.019810,0.024426,19430.3
286,0.022477,0.019810,0.024343,19497.8
287,0.022755,0.019810,0.024363,19565.4
288,0.022225,0.019810,0.024538,19638.1
289,0.020844,0.019810,0.024610,19706.0
290,0.021506,0.019810,0.024357,19774.0
291,0.022517,0.019810,0.024756,19842.0
292,0.021601,0.019810,0.024346,19910.1
293,0.021891,0.019810,0.024478,19978.2
294,0.021384,0.019810,0.024415,20046.3
295,0.021548,0.019810,0.024463,20114.4
296,0.021937,0.019810,0.024484,20182.5
297,0.021979,0.019810,0.024451,20250.6
298,0.022291,0.019810,0.024714,20318.8
299,0.022829,0.019810,0.024552,20387.0
