step,m_k0,m_k1,m_k2
250,0.030220,0.013829,-0.019062
251,0.029371,0.013441,-0.018527
252,0.028564,0.013072,-0.018018
253,0.027796,0.012721,-0.017533
254,0.027066,0.012387,-0.017073
255,0.026371,0.012069,-0.016634
256,0.025710,0.011767,-0.016218
257,0.025081,0.011480,-0.015821
258,0.024483,0.011207,-0.015444
259,0.023914,0.010947,-0.015085
260,0.030449,0.013924,-0.019204
261,0.029601,0.013537,-0.018669
262,0.028793,0.013168,-0.018160
263,0.028025,0.012817,-0.017676
264,0.027295,0.012484,-0.017215
265,0.026600,0.012167,-0.016777
266,0.025939,0.011865,-0.016360
267,0.025310,0.011578,-0.015964
268,0.024712,0.011305,-0.015587
269,0.024143,0.011045,-0.015228
270,0.030667,0.014030,-0.019343
271,0.029819,0.013642,-0.018808
272,0.029011,0.013273,-0.018298
273,0.028243,0.012922,-0.017814
274,0.027513,0.012588,-0.017353
275,0.026818,0.012271,-0.016915
276,0.026157,0.011969,-0.016498
277,0.025528,0.011681,-0.016102
278,0.024930,0.011408,-0.015725
279,0.024361,0.011148,-0.015366
280,0.030874,0.014118,-0.019472
281,0.030025,0.013731,-0.018937
282,0.029218,0.013362,-0.018428
283,0.028450,0.013011,-0.017943
284,0.027719,0.012678,-0.017483
285,0.027024,0.012360,-0.017045
286,0.026363,0.012058,-0.016628
287,0.025735,0.011771,-0.016231
288,0.025136,0.011498,-0.015854
289,0.024568,0.011238,-0.015495
290,0.031070,0.014215,-0.019597
291,0.030222,0.013827,-0.019062
292,0.029414,0.013458,-0.018553
293,0.028646,0.013107,-0.018069
294,0.027916,0.012773,-0.017608
295,0.027221,0.012455,-0.017170
296,0.026560,0.012153,-0.016753
297,0.025931,0.011866,-0.016356
298,0.025333,0.011593,-0.015979
299,0.024764,0.011332,-0.015620
300,0.031383,0.015351,-0.019865
301,0.030528,0.014914,-0.019323
302,0.029715,0.014498,-0.018807
303,0.028942,0.014103,-0.018317
304,0.028207,0.013727,-0.017850
305,0.027507,0.013370,-0.017406
306,0.026841,0.013029,-0.016984
307,0.026208,0.012706,-0.016582
308,0.025606,0.012398,-0.016200
309,0.025033,0.012105,-0.015836
310,0.031464,0.014359,-0.019808
311,0.030614,0.013974,-0.019274
312,0.029806,0.013608,-0.018766
313,0.029037,0.013260,-0.018283
314,0.028306,0.012929,-0.017823
315,0.027610,0.012614,-0.017386
316,0.026948,0.012314,-0.016970
317,0.026318,0.012029,-0.016574
318,0.025719,0.011758,-0.016198
319,0.025150,0.011500,-0.015840
320,0.031610,0.014467,-0.019939
321,0.030761,0.014080,-0.019404
322,0.029954,0.013712,-0.018894
323,0.029186,0.013363,-0.018410
324,0.028455,0.013030,-0.017949
325,0.027760,0.012714,-0.017511
326,0.027099,0.012413,-0.017094
327,0.026471,0.012126,-0.016698
328,0.025872,0.011854,-0.016320
329,0.025304,0.011595,-0.015962
330,0.031762,0.014544,-0.020047
331,0.030913,0.014157,-0.019511
332,0.030106,0.013789,-0.019001
333,0.029339,0.013439,-0.018517
334,0.028609,0.013106,-0.018056
335,0.027914,0.012789,-0.017617
336,0.027253,0.012488,-0.017200
337,0.026625,0.012202,-0.016803
338,0.026027,0.011929,-0.016426
339,0.025458,0.011670,-0.016067
340,0.031908,0.014617,-0.020147
341,0.031060,0.014230,-0.019611
342,0.030253,0.013862,-0.019101
343,0.029486,0.013511,-0.018617
344,0.028756,0.013178,-0.018155
345,0.028061,0.012861,-0.017717
346,0.027401,0.012560,-0.017299
347,0.026773,0.012273,-0.016902
348,0.026175,0.012000,-0.016525
349,0.025606,0.011740,-0.016166
350,0.032048,0.014686,-0.020243
351,0.031200,0.014299,-0.019707
352,0.030393,0.013930,-0.019197
353,0.029626,0.013579,-0.018712
354,0.028896,0.013246,-0.018250
355,0.028202,0.012929,-0.017811
356,0.027541,0.012627,-0.017394
357,0.026913,0.012340,-0.016997
358,0.026316,0.012067,-0.016619
359,0.025747,0.011807,-0.016260
360,0.032187,0.014795,-0.020337
361,0.031339,0.014405,-0.019801
362,0.030532,0.014034,-0.019290
363,0.029765,0.013682,-0.018805
364,0.029035,0.013346,-0.018343
365,0.028340,0.013027,-0.017904
366,0.027680,0.012724,-0.017486
367,0.027052,0.012435,-0.017089
368,0.026454,0.012160,-0.016711
369,0.025885,0.011899,-0.016352
370,0.032322,0.014893,-0.020424
371,0.031474,0.014502,-0.019887
372,0.030667,0.014129,-0.019377
373,0.029899,0.013775,-0.018891
374,0.029169,0.013438,-0.018430
375,0.028475,0.013117,-0.017990
376,0.027814,0.012813,-0.017572
377,0.027185,0.012522,-0.017175
378,0.026588,0.012247,-0.016797
379,0.026019,0.011984,-0.016437
380,0.032448,0.014929,-0.020494
381,0.031599,0.014538,-0.019958
382,0.030792,0.014167,-0.019448
383,0.030025,0.013814,-0.018962
384,0.029294,0.013477,-0.018501
385,0.028600,0.013158,-0.018062
386,0.027939,0.012854,-0.017645
387,0.027310,0.012564,-0.017247
388,0.026713,0.012289,-0.016870
389,0.026144,0.012027,-0.016510
390,0.032568,0.014976,-0.020564
391,0.031720,0.014585,-0.020028
392,0.030913,0.014214,-0.019518
393,0.030145,0.013861,-0.019033
394,0.029414,0.013525,-0.018572
395,0.028720,0.013206,-0.018133
396,0.028059,0.012902,-0.017716
397,0.027430,0.012613,-0.017319
398,0.026832,0.012338,-0.016941
399,0.026263,0.012077,-0.016582
400,0.032682,0.015006,-0.020627
401,0.031833,0.014617,-0.020091
402,0.031026,0.014246,-0.019582
403,0.030258,0.013894,-0.019097
404,0.029527,0.013559,-0.018636
405,0.028833,0.013241,-0.018198
406,0.028172,0.012938,-0.017781
407,0.027543,0.012649,-0.017384
408,0.026945,0.012375,-0.017006
409,0.026376,0.012114,-0.016647
410,0.032790,0.015060,-0.020694
411,0.031941,0.014670,-0.020158
412,0.031134,0.014300,-0.019649
413,0.030366,0.013948,-0.019164
414,0.029635,0.013612,-0.018703
415,0.028940,0.013293,-0.018265
416,0.028279,0.012990,-0.017848
417,0.027651,0.012702,-0.017451
418,0.027052,0.012427,-0.017073
419,0.026484,0.012166,-0.016714
420,0.032889,0.015064,-0.020748
421,0.032040,0.014677,-0.020213
422,0.031233,0.014308,-0.019704
423,0.030465,0.013957,-0.019220
424,0.029735,0.013624,-0.018759
425,0.029040,0.013307,-0.018321
426,0.028379,0.013005,-0.017904
427,0.027750,0.012718,-0.017508
428,0.027152,0.012445,-0.017131
429,0.026583,0.012185,-0.016772
430,0.032985,0.015106,-0.020808
431,0.032136,0.014718,-0.020273
432,0.031329,0.014349,-0.019764
433,0.030561,0.013999,-0.019279
434,0.029830,0.013665,-0.018819
435,0.029136,0.013348,-0.018381
436,0.028475,0.013046,-0.017964
437,0.027846,0.012759,-0.017568
438,0.027248,0.012486,-0.017190
439,0.026679,0.012226,-0.016832
440,0.033077,0.015166,-0.020869
441,0.032228,0.014777,-0.020334
442,0.031421,0.014408,-0.019825
443,0.030653,0.014056,-0.019340
444,0.029923,0.013722,-0.018879
445,0.029228,0.013404,-0.018441
446,0.028567,0.013101,-0.018024
447,0.027938,0.012813,-0.017628
448,0.027340,0.012540,-0.017250
449,0.026771,0.012279,-0.016891
450,0.033163,0.015184,-0.020919
451,0.032314,0.014796,-0.020384
452,0.031507,0.014427,-0.019875
453,0.030739,0.014077,-0.019391
454,0.030008,0.013743,-0.018930
455,0.029313,0.013426,-0.018492
456,0.028652,0.013124,-0.018075
457,0.028024,0.012837,-0.017679
458,0.027425,0.012564,-0.017302
459,0.026857,0.012304,-0.016943
460,0.033244,0.015221,-0.020971
461,0.032395,0.014833,-0.020436
462,0.031588,0.014465,-0.019927
463,0.030820,0.014114,-0.019442
464,0.030090,0.013780,-0.018982
465,0.029395,0.013463,-0.018544
466,0.028734,0.013161,-0.018127
467,0.028105,0.012874,-0.017730
468,0.027507,0.012601,-0.017353
469,0.026938,0.012341,-0.016995
470,0.033323,0.015261,-0.021021
471,0.032474,0.014873,-0.020486
472,0.031667,0.014504,-0.019977
473,0.030899,0.014153,-0.019493
474,0.030168,0.013819,-0.019032
475,0.029473,0.013502,-0.018594
476,0.028812,0.013199,-0.018177
477,0.028184,0.012912,-0.017780
478,0.027585,0.012639,-0.017403
479,0.027017,0.012379,-0.017044
480,0.033398,0.015300,-0.021069
481,0.032549,0.014912,-0.020534
482,0.031741,0.014543,-0.020025
483,0.030974,0.014191,-0.019540
484,0.030243,0.013857,-0.019079
485,0.029548,0.013539,-0.018641
486,0.028887,0.013237,-0.018224
487,0.028258,0.012949,-0.017828
488,0.027660,0.012676,-0.017450
489,0.027091,0.012415,-0.017092
490,0.033467,0.015317,-0.021110
491,0.032618,0.014930,-0.020575
492,0.031811,0.014561,-0.020066
493,0.031043,0.014210,-0.019582
494,0.030312,0.013877,-0.019121
495,0.029617,0.013559,-0.018683
496,0.028957,0.013258,-0.018266
497,0.028328,0.012970,-0.017870
498,0.027730,0.012697,-0.017493
499,0.027161,0.012437,-0.017134
500,0.033533,0.015347,-0.021152
501,0.032685,0.014960,-0.020617
502,0.031877,0.014591,-0.020108
503,0.031110,0.014240,-0.019624
504,0.030379,0.013907,-0.019163
505,0.029684,0.013589,-0.018725
506,0.029023,0.013287,-0.018308
507,0.028394,0.013000,-0.017912
508,0.027796,0.012727,-0.017535
509,0.027228,0.012467,-0.017176
510,0.033596,0.015375,-0.021192
511,0.032748,0.014987,-0.020657
512,0.031940,0.014618,-0.020148
513,0.031173,0.014268,-0.019664
514,0.030442,0.013934,-0.019203
515,0.029747,0.013617,-0.018765
516,0.029086,0.013315,-0.018348
517,0.028458,0.013027,-0.017951
518,0.027860,0.012754,-0.017574
519,0.027291,0.012494,-0.017216
520,0.033658,0.015415,-0.021233
521,0.032809,0.015027,-0.020698
522,0.032002,0.014657,-0.020188
523,0.031234,0.014306,-0.019704
524,0.030503,0.013972,-0.019243
525,0.029808,0.013654,-0.018805
526,0.029147,0.013351,-0.018388
527,0.028519,0.013064,-0.017992
528,0.027920,0.012790,-0.017614
529,0.027352,0.012530,-0.017255
530,0.033714,0.015426,-0.021266
531,0.032866,0.015039,-0.020731
532,0.032058,0.014670,-0.020222
533,0.031290,0.014319,-0.019737
534,0.030560,0.013986,-0.019277
535,0.029865,0.013668,-0.018839
536,0.029204,0.013366,-0.018422
537,0.028575,0.013079,-0.018025
538,0.027977,0.012806,-0.017648
539,0.027408,0.012546,-0.017289
540,0.033769,0.015450,-0.021300
541,0.032920,0.015062,-0.020765
542,0.032113,0.014694,-0.020256
543,0.031345,0.014343,-0.019771
544,0.030614,0.014009,-0.019311
545,0.029920,0.013692,-0.018872
546,0.029259,0.013390,-0.018456
547,0.028630,0.013103,-0.018059
548,0.028032,0.012829,-0.017682
549,0.027463,0.012570,-0.017323
550,0.033820,0.015472,-0.021332
551,0.032972,0.015085,-0.020797
552,0.032164,0.014716,-0.020288
553,0.031397,0.014365,-0.019804
554,0.030666,0.014032,-0.019343
555,0.029971,0.013714,-0.018905
556,0.029310,0.013412,-0.018488
557,0.028682,0.013125,-0.018092
558,0.028083,0.012852,-0.017715
559,0.027515,0.012592,-0.017356
560,0.033871,0.015514,-0.021367
561,0.033022,0.015126,-0.020832
562,0.032215,0.014756,-0.020323
563,0.031447,0.014404,-0.019838
564,0.030716,0.014070,-0.019377
565,0.030022,0.013752,-0.018939
566,0.029361,0.013449,-0.018522
567,0.028732,0.013161,-0.018125
568,0.028134,0.012887,-0.017748
569,0.027565,0.012627,-0.017389
570,0.033917,0.015515,-0.021392
571,0.033068,0.015127,-0.020857
572,0.032261,0.014758,-0.020348
573,0.031493,0.014407,-0.019864
574,0.030762,0.014074,-0.019403
575,0.030067,0.013756,-0.018965
576,0.029406,0.013455,-0.018548
577,0.028778,0.013167,-0.018152
578,0.028180,0.012894,-0.017775
579,0.027611,0.012634,-0.017416
580,0.033962,0.015548,-0.021422
581,0.033113,0.015159,-0.020887
582,0.032306,0.014790,-0.020378
583,0.031538,0.014439,-0.019894
584,0.030807,0.014104,-0.019433
585,0.030113,0.013786,-0.018995
586,0.029452,0.013484,-0.018578
587,0.028823,0.013196,-0.018181
588,0.028225,0.012923,-0.017804
589,0.027656,0.012662,-0.017445
590,0.034004,0.015552,-0.021446
591,0.033155,0.015165,-0.020911
592,0.032347,0.014796,-0.020402
593,0.031580,0.014445,-0.019918
594,0.030849,0.014112,-0.019457
595,0.030154,0.013794,-0.019019
596,0.029493,0.013492,-0.018602
597,0.028864,0.013205,-0.018206
598,0.028266,0.012932,-0.017828
599,0.027697,0.012672,-0.017470
600,0.034213,0.016951,-0.021660
601,0.033357,0.016499,-0.021116
602,0.032542,0.016069,-0.020598
603,0.031767,0.015660,-0.020106
604,0.031029,0.015272,-0.019638
605,0.030328,0.014902,-0.019193
606,0.029661,0.014550,-0.018769
607,0.029026,0.014215,-0.018366
608,0.028423,0.013897,-0.017983
609,0.027849,0.013594,-0.017618
610,0.034119,0.015576,-0.021472
611,0.033269,0.015192,-0.020939
612,0.032460,0.014826,-0.020431
613,0.031691,0.014478,-0.019948
614,0.030959,0.014148,-0.019489
615,0.030263,0.013833,-0.019052
616,0.029601,0.013534,-0.018636
617,0.028972,0.013249,-0.018241
618,0.028373,0.012978,-0.017865
619,0.027803,0.012721,-0.017507
620,0.034124,0.015631,-0.021527
621,0.033276,0.015245,-0.020992
622,0.032468,0.014877,-0.020482
623,0.031700,0.014527,-0.019998
624,0.030970,0.014195,-0.019537
625,0.030275,0.013878,-0.019099
626,0.029614,0.013577,-0.018682
627,0.028986,0.013291,-0.018286
628,0.028388,0.013019,-0.017908
629,0.027819,0.012760,-0.017550
630,0.034156,0.015642,-0.021552
631,0.033308,0.015256,-0.021016
632,0.032501,0.014888,-0.020507
633,0.031733,0.014539,-0.020022
634,0.031003,0.014206,-0.019562
635,0.030308,0.013890,-0.019123
636,0.029647,0.013589,-0.018706
637,0.029018,0.013302,-0.018310
638,0.028420,0.013030,-0.017932
639,0.027852,0.012771,-0.017573
640,0.034186,0.015651,-0.021576
641,0.033338,0.015265,-0.021040
642,0.032531,0.014897,-0.020531
643,0.031763,0.014548,-0.020046
644,0.031033,0.014215,-0.019585
645,0.030338,0.013899,-0.019146
646,0.029677,0.013598,-0.018729
647,0.029049,0.013312,-0.018332
648,0.028451,0.013039,-0.017955
649,0.027882,0.012780,-0.017596
650,0.034218,0.015653,-0.021592
651,0.033370,0.015267,-0.021056
652,0.032563,0.014900,-0.020547
653,0.031795,0.014550,-0.020062
654,0.031065,0.014218,-0.019601
655,0.030370,0.013902,-0.019163
656,0.029709,0.013601,-0.018746
657,0.029080,0.013315,-0.018349
658,0.028483,0.013043,-0.017972
659,0.027914,0.012785,-0.017613
660,0.034253,0.015707,-0.021620
661,0.033404,0.015319,-0.021084
662,0.032596,0.014950,-0.020574
663,0.031828,0.014598,-0.020089
664,0.031098,0.014264,-0.019628
665,0.030403,0.013947,-0.019189
666,0.029742,0.013644,-0.018772
667,0.029113,0.013357,-0.018375
668,0.028515,0.013083,-0.017997
669,0.027946,0.012823,-0.017638
670,0.034282,0.015693,-0.021633
671,0.033433,0.015306,-0.021098
672,0.032626,0.014938,-0.020588
673,0.031858,0.014588,-0.020103
674,0.031127,0.014255,-0.019642
675,0.030432,0.013938,-0.019204
676,0.029771,0.013637,-0.018786
677,0.029142,0.013350,-0.018389
678,0.028544,0.013077,-0.018012
679,0.027975,0.012818,-0.017653
680,0.034309,0.015657,-0.021642
681,0.033460,0.015272,-0.021106
682,0.032653,0.014906,-0.020597
683,0.031885,0.014558,-0.020113
684,0.031154,0.014227,-0.019652
685,0.030459,0.013911,-0.019214
686,0.029798,0.013612,-0.018797
687,0.029169,0.013327,-0.018400
688,0.028571,0.013055,-0.018023
689,0.028002,0.012797,-0.017664
690,0.034336,0.015700,-0.021666
691,0.033487,0.015314,-0.021130
692,0.032679,0.014946,-0.020620
693,0.031911,0.014596,-0.020136
694,0.031180,0.014263,-0.019675
695,0.030485,0.013947,-0.019236
696,0.029824,0.013646,-0.018819
697,0.029195,0.013359,-0.018422
698,0.028597,0.013087,-0.018044
699,0.028028,0.012828,-0.017685
700,0.034359,0.015672,-0.021672
701,0.033510,0.015287,-0.021137
702,0.032703,0.014921,-0.020628
703,0.031935,0.014573,-0.020143
704,0.031204,0.014241,-0.019683
