step,m_k0,m_k1,m_k2
52,-0.020337,-0.024142,-0.005086
53,-0.019570,-0.023231,-0.004894
54,-0.018840,-0.022365,-0.004712
55,-0.018146,-0.021541,-0.004538
56,-0.017486,-0.020757,-0.004373
57,-0.016858,-0.020012,-0.004216
58,-0.016260,-0.019302,-0.004066
59,-0.015692,-0.018628,-0.003924
60,-0.022656,-0.026890,-0.005644
61,-0.021807,-0.025882,-0.005432
62,-0.021000,-0.024924,-0.005231
63,-0.020231,-0.024012,-0.005040
64,-0.019501,-0.023145,-0.004858
65,-0.018806,-0.022320,-0.004685
66,-0.018144,-0.021535,-0.004520
67,-0.017515,-0.020788,-0.004364
68,-0.016917,-0.020078,-0.004215
69,-0.016348,-0.019403,-0.004073
70,-0.023256,-0.027603,-0.005800
71,-0.022407,-0.026595,-0.005588
72,-0.021600,-0.025637,-0.005387
73,-0.020832,-0.024726,-0.005195
74,-0.020102,-0.023859,-0.005013
75,-0.019407,-0.023034,-0.004840
76,-0.018746,-0.022250,-0.004675
77,-0.018117,-0.021504,-0.004519
78,-0.017519,-0.020794,-0.004369
79,-0.016951,-0.020119,-0.004228
80,-0.023842,-0.028297,-0.005938
81,-0.022993,-0.027289,-0.005727
82,-0.022185,-0.026330,-0.005526
83,-0.021417,-0.025419,-0.005335
84,-0.020686,-0.024551,-0.005153
85,-0.019991,-0.023726,-0.004980
86,-0.019330,-0.022942,-0.004815
87,-0.018701,-0.022195,-0.004659
88,-0.018102,-0.021485,-0.004510
89,-0.017533,-0.020810,-0.004368
90,-0.024391,-0.028947,-0.006074
91,-0.023542,-0.027940,-0.005863
92,-0.022734,-0.026981,-0.005662
93,-0.021966,-0.026069,-0.005471
94,-0.021235,-0.025202,-0.005289
95,-0.020540,-0.024377,-0.005116
96,-0.019879,-0.023593,-0.004951
97,-0.019250,-0.022846,-0.004795
98,-0.018652,-0.022136,-0.004646
99,-0.018083,-0.021461,-0.004504
100,-0.024905,-0.029558,-0.006208
101,-0.024056,-0.028550,-0.005997
102,-0.023249,-0.027592,-0.005796
103,-0.022481,-0.026681,-0.005604
104,-0.021750,-0.025814,-0.005422
105,-0.021055,-0.024989,-0.005249
106,-0.020394,-0.024205,-0.005084
107,-0.019766,-0.023459,-0.004928
108,-0.019168,-0.022749,-0.004779
109,-0.018599,-0.022074,-0.004637
110,-0.025408,-0.030153,-0.006327
111,-0.024559,-0.029145,-0.006115
112,-0.023751,-0.028187,-0.005914
113,-0.022983,-0.027275,-0.005723
114,-0.022252,-0.026408,-0.005541
115,-0.021557,-0.025583,-0.005368
116,-0.020896,-0.024798,-0.005204
117,-0.020267,-0.024052,-0.005047
118,-0.019669,-0.023342,-0.004898
119,-0.019099,-0.022666,-0.004757
120,-0.025870,-0.030703,-0.006449
121,-0.025022,-0.029695,-0.006237
122,-0.024214,-0.028737,-0.006036
123,-0.023446,-0.027826,-0.005844
124,-0.022716,-0.026959,-0.005662
125,-0.022021,-0.026135,-0.005489
126,-0.021360,-0.025350,-0.005324
127,-0.020731,-0.024604,-0.005168
128,-0.020133,-0.023894,-0.005019
129,-0.019564,-0.023219,-0.004877
130,-0.026317,-0.031234,-0.006560
131,-0.025468,-0.030226,-0.006348
132,-0.024661,-0.029268,-0.006147
133,-0.023893,-0.028357,-0.005955
134,-0.023163,-0.027490,-0.005773
135,-0.022468,-0.026665,-0.005600
136,-0.021807,-0.025881,-0.005435
137,-0.021178,-0.025135,-0.005279
138,-0.020580,-0.024425,-0.005130
139,-0.020011,-0.023750,-0.004988
140,-0.026750,-0.031746,-0.006660
141,-0.025901,-0.030738,-0.006449
142,-0.025093,-0.029780,-0.006248
143,-0.024325,-0.028868,-0.006056
144,-0.023594,-0.028001,-0.005875
145,-0.022899,-0.027176,-0.005702
146,-0.022237,-0.026391,-0.005537
147,-0.021608,-0.025644,-0.005381
148,-0.021010,-0.024934,-0.005232
149,-0.020441,-0.024259,-0.005090
150,-0.026526,-0.031472,-0.007130
151,-0.025706,-0.030500,-0.006902
152,-0.024926,-0.029574,-0.006685
153,-0.024184,-0.028694,-0.006478
154,-0.023479,-0.027857,-0.006281
155,-0.022807,-0.027061,-0.006094
156,-0.022169,-0.026303,-0.005916
157,-0.021561,-0.025583,-0.005747
158,-0.020983,-0.024897,-0.005586
159,-0.020434,-0.024245,-0.005433
160,-0.027539,-0.032634,-0.006847
161,-0.026688,-0.031626,-0.006637
162,-0.025879,-0.030668,-0.006437
163,-0.025110,-0.029757,-0.006247
164,-0.024378,-0.028890,-0.006066
165,-0.023681,-0.028066,-0.005894
166,-0.023019,-0.027282,-0.005731
167,-0.022389,-0.026536,-0.005575
168,-0.021789,-0.025826,-0.005427
169,-0.021219,-0.025151,-0.005286
170,-0.027894,-0.033073,-0.006951
171,-0.027044,-0.032066,-0.006740
172,-0.026235,-0.031107,-0.006540
173,-0.025466,-0.030196,-0.006349
174,-0.024735,-0.029329,-0.006168
175,-0.024039,-0.028504,-0.005995
176,-0.023377,-0.027720,-0.005831
177,-0.022747,-0.026973,-0.005675
178,-0.022148,-0.026263,-0.005526
179,-0.021579,-0.025588,-0.005385
180,-0.028236,-0.033486,-0.007042
181,-0.027386,-0.032479,-0.006831
182,-0.026578,-0.031521,-0.006630
183,-0.025809,-0.030609,-0.006439
184,-0.025078,-0.029742,-0.006258
185,-0.024382,-0.028917,-0.006085
186,-0.023720,-0.028133,-0.005920
187,-0.023091,-0.027386,-0.005764
188,-0.022492,-0.026676,-0.005615
189,-0.021923,-0.026001,-0.005474
190,-0.028513,-0.033830,-0.007154
191,-0.027666,-0.032825,-0.006942
192,-0.026860,-0.031869,-0.006739
193,-0.026093,-0.030959,-0.006547
194,-0.025364,-0.030094,-0.006364
195,-0.024671,-0.029271,-0.006190
196,-0.024011,-0.028488,-0.006024
197,-0.023383,-0.027743,-0.005867
198,-0.022786,-0.027035,-0.005717
199,-0.022218,-0.026361,-0.005575
200,-0.028873,-0.034252,-0.007202
201,-0.028024,-0.033244,-0.006991
202,-0.027216,-0.032286,-0.006790
203,-0.026447,-0.031374,-0.006599
204,-0.025716,-0.030507,-0.006417
205,-0.025021,-0.029682,-0.006244
206,-0.024359,-0.028897,-0.006080
207,-0.023730,-0.028151,-0.005923
208,-0.023131,-0.027440,-0.005775
209,-0.022562,-0.026765,-0.005633
210,-0.029152,-0.034588,-0.007286
211,-0.028303,-0.033581,-0.007075
212,-0.027496,-0.032623,-0.006873
213,-0.026728,-0.031712,-0.006682
214,-0.025998,-0.030846,-0.006500
215,-0.025303,-0.030021,-0.006326
216,-0.024642,-0.029237,-0.006161
217,-0.024014,-0.028491,-0.006004
218,-0.023416,-0.027782,-0.005855
219,-0.022847,-0.027107,-0.005713
220,-0.029434,-0.034923,-0.007356
221,-0.028585,-0.033916,-0.007144
222,-0.027778,-0.032958,-0.006943
223,-0.027010,-0.032047,-0.006751
224,-0.026280,-0.031180,-0.006569
225,-0.025585,-0.030356,-0.006396
226,-0.024924,-0.029572,-0.006231
227,-0.024296,-0.028826,-0.006074
228,-0.023698,-0.028117,-0.005925
229,-0.023129,-0.027442,-0.005783
230,-0.029719,-0.035257,-0.007412
231,-0.028870,-0.034249,-0.007200
232,-0.028062,-0.033291,-0.006999
233,-0.027294,-0.032379,-0.006808
234,-0.026563,-0.031512,-0.006627
235,-0.025867,-0.030687,-0.006454
236,-0.025206,-0.029902,-0.006289
237,-0.024576,-0.029156,-0.006133
238,-0.023978,-0.028446,-0.005984
239,-0.023409,-0.027770,-0.005842
240,-0.029956,-0.035544,-0.007485
241,-0.029107,-0.034537,-0.007273
242,-0.028300,-0.033580,-0.007072
243,-0.027532,-0.032669,-0.006880
244,-0.026802,-0.031802,-0.006698
245,-0.026107,-0.030978,-0.006525
246,-0.025447,-0.030194,-0.006360
247,-0.024818,-0.029448,-0.006203
248,-0.024220,-0.028738,-0.006054
249,-0.023651,-0.028063,-0.005912
250,-0.030215,-0.035849,-0.007534
251,-0.029365,-0.034841,-0.007323
252,-0.028558,-0.033882,-0.007122
253,-0.027789,-0.032971,-0.006931
254,-0.027058,-0.032103,-0.006749
255,-0.026363,-0.031278,-0.006576
256,-0.025702,-0.030494,-0.006412
257,-0.025072,-0.029747,-0.006255
258,-0.024474,-0.029037,-0.006106
259,-0.023905,-0.028362,-0.005965
260,-0.030445,-0.036121,-0.007591
261,-0.029595,-0.035114,-0.007380
262,-0.028788,-0.034155,-0.007179
263,-0.028019,-0.033244,-0.006988
264,-0.027288,-0.032376,-0.006806
265,-0.026593,-0.031552,-0.006633
266,-0.025932,-0.030767,-0.006468
267,-0.025302,-0.030020,-0.006312
268,-0.024704,-0.029310,-0.006163
269,-0.024135,-0.028635,-0.006021
270,-0.030661,-0.036381,-0.007646
271,-0.029812,-0.035374,-0.007434
272,-0.029004,-0.034415,-0.007233
273,-0.028236,-0.033504,-0.007042
274,-0.027505,-0.032636,-0.006860
275,-0.026810,-0.031811,-0.006687
276,-0.026149,-0.031027,-0.006523
277,-0.025520,-0.030280,-0.006366
278,-0.024921,-0.029570,-0.006217
279,-0.024352,-0.028895,-0.006076
280,-0.030860,-0.036619,-0.007702
281,-0.030011,-0.035612,-0.007490
282,-0.029204,-0.034654,-0.007289
283,-0.028436,-0.033742,-0.007098
284,-0.027706,-0.032876,-0.006916
285,-0.027011,-0.032051,-0.006743
286,-0.026350,-0.031267,-0.006578
287,-0.025721,-0.030520,-0.006421
288,-0.025123,-0.029811,-0.006272
289,-0.024554,-0.029136,-0.006130
290,-0.031065,-0.036862,-0.007746
291,-0.030216,-0.035854,-0.007534
292,-0.029409,-0.034896,-0.007333
293,-0.028640,-0.033984,-0.007142
294,-0.027910,-0.033117,-0.006960
295,-0.027214,-0.032292,-0.006787
296,-0.026553,-0.031507,-0.006623
297,-0.025924,-0.030761,-0.006466
298,-0.025326,-0.030051,-0.006317
299,-0.024757,-0.029376,-0.006176
300,-0.029994,-0.035529,-0.008535
301,-0.029203,-0.034594,-0.008290
302,-0.028451,-0.033704,-0.008056
303,-0.027736,-0.032858,-0.007833
304,-0.027056,-0.032053,-0.007622
305,-0.026408,-0.031287,-0.007420
306,-0.025793,-0.030559,-0.007229
307,-0.025207,-0.029866,-0.007047
308,-0.024650,-0.029207,-0.006874
309,-0.024120,-0.028580,-0.006709
310,-0.031457,-0.037196,-0.007802
311,-0.030605,-0.036190,-0.007594
312,-0.029793,-0.035233,-0.007396
313,-0.029021,-0.034322,-0.007208
314,-0.028287,-0.033456,-0.007029
315,-0.027589,-0.032632,-0.006858
316,-0.026925,-0.031849,-0.006696
317,-0.026293,-0.031103,-0.006542
318,-0.025692,-0.030394,-0.006395
319,-0.025120,-0.029720,-0.006255
320,-0.031598,-0.037414,-0.007878
321,-0.030747,-0.036407,-0.007668
322,-0.029937,-0.035449,-0.007469
323,-0.029167,-0.034538,-0.007279
324,-0.028434,-0.033672,-0.007098
325,-0.027737,-0.032847,-0.006926
326,-0.027074,-0.032063,-0.006762
327,-0.026443,-0.031317,-0.006607
328,-0.025843,-0.030608,-0.006459
329,-0.025273,-0.029933,-0.006318
330,-0.031720,-0.037581,-0.007940
331,-0.030871,-0.036575,-0.007729
332,-0.030063,-0.035619,-0.007528
333,-0.029295,-0.034709,-0.007337
334,-0.028564,-0.033843,-0.007155
335,-0.027868,-0.033020,-0.006982
336,-0.027207,-0.032237,-0.006818
337,-0.026578,-0.031492,-0.006661
338,-0.025979,-0.030783,-0.006512
339,-0.025410,-0.030109,-0.006371
340,-0.031904,-0.037797,-0.007959
341,-0.031053,-0.036790,-0.007749
342,-0.030244,-0.035832,-0.007549
343,-0.029475,-0.034920,-0.007358
344,-0.028742,-0.034053,-0.007177
345,-0.028046,-0.033229,-0.007005
346,-0.027384,-0.032444,-0.006841
347,-0.026754,-0.031698,-0.006685
348,-0.026154,-0.030989,-0.006537
349,-0.025584,-0.030314,-0.006396
350,-0.032047,-0.037972,-0.007996
351,-0.031197,-0.036965,-0.007785
352,-0.030388,-0.036007,-0.007585
353,-0.029618,-0.035095,-0.007394
354,-0.028887,-0.034228,-0.007213
355,-0.028190,-0.033404,-0.007041
356,-0.027528,-0.032619,-0.006877
357,-0.026898,-0.031873,-0.006721
358,-0.026299,-0.031164,-0.006572
359,-0.025729,-0.030489,-0.006431
360,-0.032189,-0.038137,-0.008027
361,-0.031338,-0.037130,-0.007817
362,-0.030529,-0.036172,-0.007617
363,-0.029760,-0.035261,-0.007426
364,-0.029028,-0.034394,-0.007245
365,-0.028332,-0.033569,-0.007073
366,-0.027670,-0.032785,-0.006909
367,-0.027040,-0.032039,-0.006753
368,-0.026441,-0.031329,-0.006604
369,-0.025871,-0.030654,-0.006463
370,-0.032293,-0.038273,-0.008075
371,-0.031444,-0.037267,-0.007864
372,-0.030637,-0.036310,-0.007663
373,-0.029868,-0.035399,-0.007471
374,-0.029138,-0.034534,-0.007290
375,-0.028443,-0.033710,-0.007116
376,-0.027781,-0.032926,-0.006952
377,-0.027152,-0.032181,-0.006795
378,-0.026554,-0.031472,-0.006646
379,-0.025985,-0.030798,-0.006505
380,-0.032410,-0.038414,-0.008109
381,-0.031562,-0.037408,-0.007897
382,-0.030755,-0.036452,-0.007696
383,-0.029987,-0.035542,-0.007504
384,-0.029256,-0.034676,-0.007322
385,-0.028562,-0.033853,-0.007149
386,-0.027901,-0.033070,-0.006984
387,-0.027272,-0.032325,-0.006828
388,-0.026674,-0.031616,-0.006679
389,-0.026105,-0.030942,-0.006537
390,-0.032547,-0.038575,-0.008125
391,-0.031698,-0.037568,-0.007914
392,-0.030890,-0.036611,-0.007713
393,-0.030121,-0.035700,-0.007523
394,-0.029390,-0.034834,-0.007341
395,-0.028695,-0.034010,-0.007168
396,-0.028033,-0.033226,-0.007004
397,-0.027404,-0.032480,-0.006848
398,-0.026806,-0.031771,-0.006699
399,-0.026236,-0.031096,-0.006558
400,-0.032677,-0.038730,-0.008141
401,-0.031827,-0.037722,-0.007931
402,-0.031018,-0.036764,-0.007731
403,-0.030249,-0.035852,-0.007540
404,-0.029517,-0.034985,-0.007359
405,-0.028821,-0.034160,-0.007187
406,-0.028159,-0.033376,-0.007023
407,-0.027530,-0.032629,-0.006867
408,-0.026931,-0.031919,-0.006718
409,-0.026361,-0.031244,-0.006577
410,-0.032784,-0.038860,-0.008168
411,-0.031934,-0.037852,-0.007957
412,-0.031126,-0.036894,-0.007757
413,-0.030356,-0.035982,-0.007566
414,-0.029625,-0.035115,-0.007385
415,-0.028929,-0.034290,-0.007213
416,-0.028267,-0.033506,-0.007049
417,-0.027637,-0.032759,-0.006893
418,-0.027038,-0.032049,-0.006744
419,-0.026469,-0.031374,-0.006603
420,-0.032888,-0.038979,-0.008193
421,-0.032038,-0.037972,-0.007982
422,-0.031229,-0.037013,-0.007782
423,-0.030460,-0.036102,-0.007591
424,-0.029729,-0.035235,-0.007410
425,-0.029033,-0.034410,-0.007238
426,-0.028371,-0.033626,-0.007073
427,-0.027741,-0.032879,-0.006917
428,-0.027142,-0.032169,-0.006769
429,-0.026572,-0.031494,-0.006628
430,-0.032985,-0.039094,-0.008217
431,-0.032135,-0.038087,-0.008006
432,-0.031326,-0.037129,-0.007806
433,-0.030557,-0.036217,-0.007615
434,-0.029826,-0.035350,-0.007434
435,-0.029130,-0.034526,-0.007261
436,-0.028468,-0.033741,-0.007097
437,-0.027838,-0.032995,-0.006941
438,-0.027239,-0.032285,-0.006792
439,-0.026670,-0.031610,-0.006651
440,-0.033077,-0.039206,-0.008239
441,-0.032227,-0.038199,-0.008028
442,-0.031419,-0.037240,-0.007828
443,-0.030650,-0.036329,-0.007637
444,-0.029918,-0.035462,-0.007456
445,-0.029222,-0.034637,-0.007283
446,-0.028561,-0.033853,-0.007119
447,-0.027931,-0.033106,-0.006963
448,-0.027332,-0.032397,-0.006814
449,-0.026762,-0.031721,-0.006673
450,-0.033165,-0.039311,-0.008260
451,-0.032315,-0.038304,-0.008049
452,-0.031507,-0.037346,-0.007849
453,-0.030738,-0.036434,-0.007658
454,-0.030006,-0.035567,-0.007476
455,-0.029311,-0.034742,-0.007304
456,-0.028649,-0.033958,-0.007140
457,-0.028019,-0.033212,-0.006984
458,-0.027420,-0.032502,-0.006835
459,-0.026851,-0.031827,-0.006694
460,-0.033247,-0.039410,-0.008281
461,-0.032397,-0.038403,-0.008070
462,-0.031589,-0.037445,-0.007870
463,-0.030820,-0.036534,-0.007679
464,-0.030089,-0.035667,-0.007497
465,-0.029393,-0.034842,-0.007325
466,-0.028731,-0.034057,-0.007160
467,-0.028102,-0.033311,-0.007004
468,-0.027503,-0.032601,-0.006856
469,-0.026933,-0.031926,-0.006714
470,-0.033316,-0.039499,-0.008306
471,-0.032467,-0.038492,-0.008095
472,-0.031659,-0.037534,-0.007894
473,-0.030891,-0.036623,-0.007703
474,-0.030160,-0.035756,-0.007521
475,-0.029465,-0.034932,-0.007348
476,-0.028803,-0.034148,-0.007184
477,-0.028174,-0.033402,-0.007027
478,-0.027576,-0.032692,-0.006878
479,-0.027006,-0.032017,-0.006737
480,-0.033398,-0.039597,-0.008321
481,-0.032549,-0.038589,-0.008110
482,-0.031740,-0.037631,-0.007909
483,-0.030972,-0.036720,-0.007718
484,-0.030241,-0.035853,-0.007537
485,-0.029545,-0.035028,-0.007364
486,-0.028883,-0.034243,-0.007200
487,-0.028254,-0.033497,-0.007043
488,-0.027655,-0.032787,-0.006894
489,-0.027086,-0.032112,-0.006753
490,-0.033468,-0.039685,-0.008339
491,-0.032618,-0.038677,-0.008128
492,-0.031810,-0.037719,-0.007927
493,-0.031042,-0.036807,-0.007736
494,-0.030311,-0.035940,-0.007555
495,-0.029615,-0.035115,-0.007382
496,-0.028954,-0.034331,-0.007217
497,-0.028324,-0.033584,-0.007061
498,-0.027726,-0.032874,-0.006912
499,-0.027156,-0.032199,-0.006770
500,-0.033532,-0.039766,-0.008358
501,-0.032683,-0.038759,-0.008147
502,-0.031875,-0.037800,-0.007946
503,-0.031107,-0.036889,-0.007755
504,-0.030376,-0.036021,-0.007573
505,-0.029681,-0.035197,-0.007400
506,-0.029019,-0.034412,-0.007235
507,-0.028390,-0.033666,-0.007079
508,-0.027792,-0.032956,-0.006930
509,-0.027222,-0.032280,-0.006788
510,-0.033562,-0.039811,-0.008394
511,-0.032715,-0.038805,-0.008182
512,-0.031908,-0.037848,-0.007980
513,-0.031141,-0.036938,-0.007788
514,-0.030412,-0.036072,-0.007605
515,-0.029718,-0.035248,-0.007431
516,-0.029058,-0.034465,-0.007266
517,-0.028430,-0.033720,-0.007109
518,-0.027832,-0.033011,-0.006959
519,-0.027264,-0.032337,-0.006817
520,-0.033630,-0.039892,-0.008403
521,-0.032782,-0.038886,-0.008191
522,-0.031976,-0.037929,-0.007989
523,-0.031208,-0.037018,-0.007798
524,-0.030478,-0.036152,-0.007615
525,-0.029784,-0.035328,-0.007442
526,-0.029124,-0.034544,-0.007277
527,-0.028495,-0.033799,-0.007120
528,-0.027898,-0.033089,-0.006970
529,-0.027329,-0.032415,-0.006828
530,-0.033705,-0.039979,-0.008406
531,-0.032856,-0.038972,-0.008195
532,-0.032048,-0.038014,-0.007994
533,-0.031280,-0.037103,-0.007802
534,-0.030550,-0.036236,-0.007620
535,-0.029855,-0.035411,-0.007447
536,-0.029194,-0.034627,-0.007283
537,-0.028565,-0.033880,-0.007126
538,-0.027967,-0.033171,-0.006977
539,-0.027398,-0.032495,-0.006835
540,-0.033768,-0.040053,-0.008415
541,-0.032918,-0.039045,-0.008204
542,-0.032111,-0.038087,-0.008003
543,-0.031342,-0.037175,-0.007812
544,-0.030611,-0.036308,-0.007630
545,-0.029916,-0.035483,-0.007457
546,-0.029255,-0.034698,-0.007293
547,-0.028626,-0.033952,-0.007136
548,-0.028027,-0.033242,-0.006987
549,-0.027458,-0.032566,-0.006846
550,-0.033820,-0.040115,-0.008428
551,-0.032971,-0.039108,-0.008216
552,-0.032163,-0.038149,-0.008015
553,-0.031395,-0.037238,-0.007824
554,-0.030664,-0.036370,-0.007643
555,-0.029969,-0.035546,-0.007470
556,-0.029307,-0.034761,-0.007305
557,-0.028678,-0.034014,-0.007149
558,-0.028080,-0.033304,-0.007000
559,-0.027511,-0.032629,-0.006858
560,-0.033862,-0.040167,-0.008444
561,-0.033013,-0.039160,-0.008233
562,-0.032206,-0.038202,-0.008032
563,-0.031438,-0.037291,-0.007840
564,-0.030707,-0.036424,-0.007658
565,-0.030013,-0.035599,-0.007485
566,-0.029352,-0.034815,-0.007320
567,-0.028723,-0.034069,-0.007164
568,-0.028125,-0.033359,-0.007015
569,-0.027556,-0.032684,-0.006873
570,-0.033917,-0.040234,-0.008451
571,-0.033068,-0.039226,-0.008240
572,-0.032260,-0.038268,-0.008039
573,-0.031492,-0.037356,-0.007848
574,-0.030761,-0.036489,-0.007666
575,-0.030066,-0.035664,-0.007493
576,-0.029405,-0.034879,-0.007328
577,-0.028776,-0.034133,-0.007172
578,-0.028177,-0.033423,-0.007023
579,-0.027608,-0.032747,-0.006881
580,-0.033963,-0.040287,-0.008461
581,-0.033114,-0.039279,-0.008250
582,-0.032306,-0.038321,-0.008049
583,-0.031538,-0.037409,-0.007858
584,-0.030807,-0.036542,-0.007676
585,-0.030112,-0.035717,-0.007503
586,-0.029450,-0.034932,-0.007339
587,-0.028821,-0.034186,-0.007182
588,-0.028223,-0.033476,-0.007033
589,-0.027654,-0.032801,-0.006892
590,-0.034007,-0.040338,-0.008470
591,-0.033158,-0.039330,-0.008259
592,-0.032350,-0.038372,-0.008058
593,-0.031582,-0.037460,-0.007867
594,-0.030851,-0.036593,-0.007686
595,-0.030156,-0.035768,-0.007513
596,-0.029494,-0.034983,-0.007348
597,-0.028865,-0.034237,-0.007192
598,-0.028267,-0.033527,-0.007043
599,-0.027697,-0.032852,-0.006901
600,-0.032364,-0.038275,-0.009475
601,-0.031593,-0.037366,-0.009218
602,-0.030860,-0.036501,-0.008973
603,-0.030162,-0.035678,-0.008740
604,-0.029499,-0.034895,-0.008519
605,-0.028867,-0.034150,-0.008308
606,-0.028267,-0.033442,-0.008107
607,-0.027696,-0.032768,-0.007917
608,-0.027152,-0.032127,-0.007735
609,-0.026635,-0.031518,-0.007563
610,-0.034092,-0.040308,-0.008476
611,-0.033239,-0.039302,-0.008267
612,-0.032427,-0.038345,-0.008069
613,-0.031655,-0.037435,-0.007880
614,-0.030921,-0.036569,-0.007701
615,-0.030223,-0.035745,-0.007530
616,-0.029559,-0.034961,-0.007368
617,-0.028927,-0.034216,-0.007213
618,-0.028326,-0.033507,-0.007066
619,-0.027754,-0.032832,-0.006927
620,-0.034085,-0.040386,-0.008529
621,-0.033235,-0.039379,-0.008319
622,-0.032425,-0.038420,-0.008118
623,-0.031656,-0.037508,-0.007927
624,-0.030924,-0.036641,-0.007746
625,-0.030227,-0.035816,-0.007573
626,-0.029565,-0.035032,-0.007409
627,-0.028935,-0.034285,-0.007253
628,-0.028335,-0.033575,-0.007104
629,-0.027765,-0.032900,-0.006963
630,-0.034113,-0.040433,-0.008552
631,-0.033263,-0.039426,-0.008340
632,-0.032454,-0.038467,-0.008139
633,-0.031685,-0.037555,-0.007947
634,-0.030953,-0.036688,-0.007765
635,-0.030257,-0.035863,-0.007592
636,-0.029595,-0.035079,-0.007427
637,-0.028965,-0.034332,-0.007270
638,-0.028366,-0.033622,-0.007121
639,-0.027797,-0.032947,-0.006980
640,-0.034115,-0.040439,-0.008578
641,-0.033267,-0.039433,-0.008366
642,-0.032460,-0.038476,-0.008164
643,-0.031692,-0.037566,-0.007971
644,-0.030962,-0.036700,-0.007788
645,-0.030267,-0.035877,-0.007614
646,-0.029606,-0.035094,-0.007449
647,-0.028978,-0.034349,-0.007291
648,-0.028380,-0.033640,-0.007142
649,-0.027811,-0.032966,-0.006999
650,-0.034168,-0.040498,-0.008572
651,-0.033319,-0.039491,-0.008360
652,-0.032511,-0.038534,-0.008159
653,-0.031742,-0.037623,-0.007967
654,-0.031011,-0.036756,-0.007785
655,-0.030316,-0.035932,-0.007611
656,-0.029654,-0.035148,-0.007446
657,-0.029025,-0.034403,-0.007289
658,-0.028427,-0.033693,-0.007140
659,-0.027857,-0.033018,-0.006998
660,-0.034206,-0.040536,-0.008574
661,-0.033357,-0.039529,-0.008362
662,-0.032549,-0.038572,-0.008161
663,-0.031780,-0.037661,-0.007969
664,-0.031049,-0.036795,-0.007787
665,-0.030353,-0.035970,-0.007614
666,-0.029691,-0.035186,-0.007449
667,-0.029062,-0.034441,-0.007292
668,-0.028463,-0.033731,-0.007143
669,-0.027894,-0.033057,-0.007001
670,-0.034266,-0.040595,-0.008562
671,-0.033415,-0.039587,-0.008351
672,-0.032606,-0.038629,-0.008151
673,-0.031836,-0.037717,-0.007960
674,-0.031103,-0.036850,-0.007778
675,-0.030407,-0.036025,-0.007606
676,-0.029744,-0.035240,-0.007441
677,-0.029114,-0.034494,-0.007285
678,-0.028514,-0.033784,-0.007137
679,-0.027944,-0.033108,-0.006995
680,-0.034215,-0.040542,-0.008615
681,-0.033368,-0.039538,-0.008402
682,-0.032563,-0.038584,-0.008199
683,-0.031796,-0.037676,-0.008006
684,-0.031067,-0.036812,-0.007822
685,-0.030374,-0.035990,-0.007648
686,-0.029714,-0.035209,-0.007482
687,-0.029086,-0.034466,-0.007324
688,-0.028489,-0.033758,-0.007174
689,-0.027922,-0.033086,-0.007031
690,-0.034309,-0.040639,-0.008578
691,-0.033458,-0.039633,-0.008367
692,-0.032650,-0.038675,-0.008166
693,-0.031880,-0.037764,-0.007975
694,-0.031149,-0.036898,-0.007793
695,-0.030453,-0.036074,-0.007620
696,-0.029791,-0.035290,-0.007456
697,-0.029161,-0.034544,-0.007299
