gen,best_in_gen,best_so_far,mean_fitness,elapsed_sec
54,0.013885,0.012035,0.016284,1621.7
55,0.013424,0.012035,0.016108,1651.0
56,0.013730,0.012035,0.016092,1680.3
57,0.012828,0.012035,0.016007,1709.7
58,0.012720,0.012035,0.015926,1739.0
59,0.013425,0.012035,0.016452,1768.3
60,0.013553,0.012035,0.016089,1797.7
61,0.012985,0.012035,0.016480,1827.0
62,0.013680,0.012035,0.015998,1856.3
63,0.012692,0.012035,0.016931,1885.7
64,0.013425,0.012035,0.016018,1915.0
65,0.013739,0.012035,0.015826,1944.3
66,0.013023,0.012035,0.016093,1973.7
67,0.013520,0.012035,0.015938,2003.0
68,0.012858,0.012035,0.016021,2032.4
69,0.012728,0.012035,0.016099,2061.7
70,0.012652,0.012035,0.016125,2091.0
71,0.012182,0.012035,0.015859,2120.4
72,0.012248,0.012035,0.015979,2149.7
73,0.012566,0.012035,0.016121,2179.0
74,0.012284,0.012035,0.015964,2208.4
75,0.012899,0.012035,0.016100,2237.7
76,0.012582,0.012035,0.015982,2267.0
77,0.013040,0.012035,0.016010,2296.4
78,0.013095,0.012035,0.015852,2325.7
79,0.012292,0.012035,0.015753,2355.0
80,0.012942,0.012035,0.015904,2384.3
81,0.012413,0.012035,0.015534,2413.7
82,0.013048,0.012035,0.016124,2443.0
83,0.013175,0.012035,0.016212,2472.3
84,0.012696,0.012035,0.016158,2501.7
85,0.013391,0.012035,0.016088,2531.0
86,0.012126,0.012035,0.016056,2560.4
87,0.012641,0.012035,0.016096,2589.7
88,0.013116,0.012035,0.015914,2619.0
89,0.012782,0.012035,0.015822,2648.4
90,0.013351,0.012035,0.015822,2677.7
91,0.012757,0.012035,0.015933,2707.0
92,0.012282,0.012035,0.016403,2736.4
93,0.013935,0.012035,0.016235,2765.7
94,0.013899,0.012035,0.016639,2795.0
95,0.013117,0.012035,0.015954,2824.4
96,0.012975,0.012035,0.015944,2853.7
97,0.013351,0.012035,0.015994,2883.1
98,0.013276,0.012035,0.016225,2912.4
99,0.013486,0.012035,0.016550,2941.7
100,0.012583,0.012035,0.015764,2971.1
101,0.012898,0.012035,0.015836,3000.4
102,0.013434,0.012035,0.015765,3029.8
103,0.012416,0.012035,0.015708,3059.1
104,0.012972,0.012035,0.015956,3088.4
105,0.013419,0.012035,0.015966,3117.8
106,0.013179,0.012035,0.016130,3147.1
107,0.012966,0.012035,0.015897,3176.5
108,0.012768,0.012035,0.015857,3205.8
109,0.012913,0.012035,0.015734,3235.2
110,0.012685,0.012035,0.016018,3264.5
111,0.013084,0.012035,0.016742,3293.8
112,0.013107,0.012035,0.016103,3323.2
113,0.013153,0.012035,0.016111,3352.5
114,0.012497,0.012035,0.016135,3381.8
115,0.013569,0.012035,0.015980,3411.2
116,0.012991,0.012035,0.016200,3440.5
117,0.013623,0.012035,0.016285,3469.9
118,0.013301,0.012035,0.015756,3499.2
119,0.013397,0.012035,0.016498,3528.5
120,0.012610,0.012035,0.016026,3557.9
121,0.012607,0.012035,0.015858,3587.2
122,0.013028,0.012035,0.015809,3616.5
123,0.012126,0.012035,0.015953,3645.9
124,0.012961,0.012035,0.015718,3675.2
125,0.013307,0.012035,0.016126,3704.6
126,0.013570,0.012035,0.015998,3733.9
127,0.013634,0.012035,0.015924,3763.3
128,0.013132,0.012035,0.016079,3792.6
129,0.013725,0.012035,0.016164,3821.9
130,0.013117,0.012035,0.015636,3851.3
131,0.013140,0.012035,0.015707,3880.6
132,0.013258,0.012035,0.016308,3909.9
133,0.013070,0.012035,0.016123,3939.3
134,0.012618,0.012035,0.016107,3968.6
135,0.013220,0.012035,0.016334,3997.9
136,0.012498,0.012035,0.016239,4027.3
137,0.012904,0.012035,0.015961,4056.6
138,0.011611,0.011611,0.016005,4085.9
139,0.013170,0.011611,0.015888,4115.3
140,0.012882,0.011611,0.015824,4144.6
141,0.012469,0.011611,0.015644,4173.9
142,0.012296,0.011611,0.015473,4203.3
143,0.012747,0.011611,0.016149,4232.6
144,0.013960,0.011611,0.015979,4262.0
145,0.013119,0.011611,0.015395,4291.3
146,0.013460,0.011611,0.015900,4320.6
147,0.012378,0.011611,0.015980,4350.0
148,0.012973,0.011611,0.015907,4379.3
149,0.012570,0.011611,0.015957,4408.6
150,0.013021,0.011611,0.015531,4438.0
151,0.013208,0.011611,0.015773,4467.3
152,0.012622,0.011611,0.016228,4496.6
153,0.013262,0.011611,0.016067,4526.0
154,0.012423,0.011611,0.015446,4555.3
155,0.014017,0.011611,0.016087,4584.6
156,0.012509,0.011611,0.015780,4614.0
157,0.012900,0.011611,0.016054,4643.3
158,0.013187,0.011611,0.015836,4672.6
159,0.012501,0.011611,0.015942,4702.0
160,0.012827,0.011611,0.016162,4731.3
161,0.013495,0.011611,0.016383,4760.7
162,0.013322,0.011611,0.016049,4790.0
163,0.011888,0.011611,0.015698,4819.3
164,0.013800,0.011611,0.016140,4848.7
165,0.012993,0.011611,0.016052,4878.0
166,0.013222,0.011611,0.015942,4907.3
167,0.013630,0.011611,0.016197,4936.6
168,0.013434,0.011611,0.015711,4966.0
169,0.011861,0.011611,0.015518,4995.3
170,0.012796,0.011611,0.015828,5024.6
171,0.012798,0.011611,0.016003,5054.0
172,0.012147,0.011611,0.015781,5083.3
173,0.012737,0.011611,0.015713,5112.6
174,0.013284,0.011611,0.016038,5142.0
175,0.012398,0.011611,0.015716,5171.3
176,0.013069,0.011611,0.016036,5200.6
177,0.013214,0.011611,0.015892,5230.0
178,0.013475,0.011611,0.016028,5259.3
179,0.013390,0.011611,0.015892,5288.7
180,0.012956,0.011611,0.015715,5318.0
181,0.013248,0.011611,0.015966,5347.3
182,0.012622,0.011611,0.016057,5376.7
183,0.012538,0.011611,0.015694,5406.0
184,0.013340,0.011611,0.015732,5435.3
185,0.012164,0.011611,0.015777,5464.7
186,0.012784,0.011611,0.015757,5494.0
187,0.013756,0.011611,0.016202,5523.3
188,0.013537,0.011611,0.015797,5552.7
189,0.012507,0.011611,0.015804,5582.0
190,0.013231,0.011611,0.016062,5611.3
191,0.012942,0.011611,0.015742,5640.7
192,0.012801,0.011611,0.015948,5670.0
193,0.012548,0.011611,0.015949,5699.3
194,0.013309,0.011611,0.016084,5728.7
195,0.011031,0.011031,0.015836,5758.0
196,0.012600,0.011031,0.015901,5787.3
197,0.012880,0.011031,0.016189,5816.7
198,0.013404,0.011031,0.015886,5846.0
199,0.013436,0.011031,0.015809,5875.4
200,0.013041,0.011031,0.015845,5904.7
201,0.013744,0.011031,0.016166,5934.0
202,0.013518,0.011031,0.015947,5963.4
203,0.013170,0.011031,0.015829,5992.7
204,0.013332,0.011031,0.015946,6022.0
205,0.013335,0.011031,0.015763,6051.4
206,0.013747,0.011031,0.015994,6080.7
207,0.011782,0.011031,0.015818,6110.0
208,0.012748,0.011031,0.015722,6139.4
209,0.012658,0.011031,0.015916,6168.7
210,0.012802,0.011031,0.015485,6198.0
211,0.013004,0.011031,0.015581,6227.4
212,0.013584,0.011031,0.016375,6256.7
213,0.013568,0.011031,0.015995,6286.0
214,0.012962,0.011031,0.015934,6315.4
215,0.012941,0.011031,0.016326,6344.7
216,0.012721,0.011031,0.015896,6374.1
217,0.012771,0.011031,0.015974,6403.4
218,0.013942,0.011031,0.016122,6432.7
219,0.012280,0.011031,0.016095,6462.0
220,0.013067,0.011031,0.016121,6491.4
221,0.013382,0.011031,0.016261,6520.7
222,0.012576,0.011031,0.015730,6550.0
223,0.012579,0.011031,0.015823,6579.4
224,0.013527,0.011031,0.015985,6608.7
225,0.013229,0.011031,0.016202,6638.0
226,0.013027,0.011031,0.015680,6667.4
227,0.013399,0.011031,0.016110,6696.7
228,0.012638,0.011031,0.015918,6726.0
229,0.013329,0.011031,0.015927,6755.4
230,0.013531,0.011031,0.015738,6784.7
231,0.012924,0.011031,0.015816,6814.0
232,0.013388,0.011031,0.015723,6843.4
233,0.013097,0.011031,0.016091,6872.7
234,0.011559,0.011031,0.015745,6902.1
235,0.013015,0.011031,0.015976,6931.4
236,0.012624,0.011031,0.015866,6960.7
237,0.013174,0.011031,0.015935,6990.1
238,0.013592,0.011031,0.015896,7019.4
239,0.012333,0.011031,0.015818,7048.7
240,0.012399,0.011031,0.015784,7078.1
241,0.012249,0.011031,0.015678,7107.4
242,0.012774,0.011031,0.016071,7136.7
243,0.013134,0.011031,0.015927,7166.1
244,0.012335,0.011031,0.015730,7195.4
245,0.013214,0.011031,0.016216,7224.7
246,0.012264,0.011031,0.016095,7254.1
247,0.013069,0.011031,0.016130,7283.4
248,0.012883,0.011031,0.016081,7312.7
249,0.013214,0.011031,0.015905,7342.0
250,0.011884,0.011031,0.015778,7371.4
251,0.013089,0.011031,0.015835,7400.7
252,0.013948,0.011031,0.015932,7430.1
253,0.013197,0.011031,0.016216,7459.4
254,0.012757,0.011031,0.016030,7488.7
255,0.013101,0.011031,0.015883,7518.1
256,0.013582,0.011031,0.015967,7547.4
257,0.010366,0.010366,0.015753,7576.7
258,0.013010,0.010366,0.015807,7606.1
259,0.012949,0.010366,0.015971,7635.4
260,0.013772,0.010366,0.015811,7664.7
261,0.012986,0.010366,0.015772,7694.1
262,0.011908,0.010366,0.015801,7723.4
263,0.013379,0.010366,0.015825,7752.7
264,0.013215,0.010366,0.015717,7782.1
265,0.012306,0.010366,0.015951,7811.4
266,0.012800,0.010366,0.015646,7840.7
267,0.012783,0.010366,0.016038,7870.1
268,0.012843,0.010366,0.015784,7899.4
269,0.013032,0.010366,0.015699,7928.7
270,0.012947,0.010366,0.016090,7958.1
271,0.013093,0.010366,0.015892,7987.4
272,0.012732,0.010366,0.015610,8016.8
273,0.012697,0.010366,0.015996,8046.1
274,0.012517,0.010366,0.015863,8075.4
275,0.012819,0.010366,0.015842,8104.8
276,0.012703,0.010366,0.016089,8134.1
277,0.013422,0.010366,0.015709,8163.5
278,0.013168,0.010366,0.015864,8192.8
279,0.013176,0.010366,0.015835,8222.1
280,0.013082,0.010366,0.015568,8251.5
281,0.013219,0.010366,0.015913,8280.8
282,0.012849,0.010366,0.015505,8310.1
283,0.012907,0.010366,0.015731,8339.5
284,0.013092,0.010366,0.015939,8368.8
285,0.013373,0.010366,0.015864,8398.1
286,0.013602,0.010366,0.015796,8427.5
287,0.013096,0.010366,0.015941,8456.8
288,0.013242,0.010366,0.015906,8486.2
289,0.013741,0.010366,0.015915,8515.5
290,0.012639,0.010366,0.015751,8544.9
291,0.013525,0.010366,0.015703,8574.2
292,0.013886,0.010366,0.016088,8603.5
293,0.013127,0.010366,0.015844,8632.9
294,0.013871,0.010366,0.015995,8662.2
295,0.012567,0.010366,0.015820,8691.6
296,0.013073,0.010366,0.015549,8720.9
297,0.013717,0.010366,0.016129,8750.2
298,0.013114,0.010366,0.015845,8779.6
299,0.012731,0.010366,0.016032,8808.9
